"SgnDate","Term","Shibor"
"2014-01-03","9个月","4.95820"
"2014-01-06","6个月","4.94760"
"2014-01-06","7天","4.63300"
"2014-01-06","1天","2.92000"
"2014-01-06","1年","4.98240"
"2014-01-06","30天","6.47500"
"2014-01-06","90天","5.57320"
"2014-01-06","9个月","4.96600"
"2014-01-06","14天","5.43300"
"2014-01-07","7天","4.25900"
"2014-01-07","1天","2.87500"
"2014-01-07","14天","5.07400"
"2014-01-07","1年","4.98690"
"2014-01-07","6个月","4.95470"
"2014-01-07","30天","5.92500"
"2014-01-07","90天","5.57600"
"2014-01-07","9个月","4.97130"
"2014-01-08","9个月","4.97420"
"2014-01-08","6个月","4.95850"
"2014-01-08","7天","4.12600"
"2014-01-08","90天","5.58210"
"2014-01-08","1天","2.83000"
"2014-01-08","30天","5.65000"
"2014-01-08","14天","4.92700"
"2014-01-08","1年","4.99040"
"2014-01-09","9个月","4.97760"
"2014-01-09","14天","4.79900"
"2014-01-09","7天","4.02000"
"2014-01-09","6个月","4.96400"
"2014-01-09","90天","5.58370"
"2014-01-09","1天","2.79400"
"2014-01-09","1年","4.99290"
"2014-01-09","30天","6.31400"
"2014-01-10","9个月","4.98180"
"2014-01-10","14天","4.75000"
"2014-01-10","6个月","4.96730"
"2014-01-10","7天","4.04100"
"2014-01-10","90天","5.58410"
"2014-01-10","1天","2.76600"
"2014-01-10","1年","4.99340"
"2014-01-10","30天","5.67500"
"2014-01-13","9个月","4.98400"
"2014-01-13","14天","4.63600"
"2014-01-13","7天","4.01300"
"2014-01-13","6个月","4.97150"
"2014-01-13","90天","5.58490"
"2014-01-13","1天","2.73800"
"2014-01-13","1年","4.99550"
"2014-01-13","30天","6.46500"
"2014-01-14","14天","4.69000"
"2014-01-14","6个月","4.97420"
"2014-01-14","7天","4.00360"
"2014-01-14","9个月","4.98550"
"2014-01-14","1天","2.73950"
"2014-01-14","1年","4.99770"
"2014-01-14","90天","5.58650"
"2014-01-14","30天","6.48420"
"2014-01-15","14天","4.64100"
"2014-01-15","9个月","4.98960"
"2014-01-15","1天","2.75130"
"2014-01-15","90天","5.58460"
"2014-01-15","1年","4.99970"
"2014-01-15","30天","6.74200"
"2014-01-15","7天","3.96500"
"2014-01-15","6个月","4.97570"
"2014-01-16","9个月","4.99130"
"2014-01-16","6个月","4.97880"
"2014-01-16","30天","6.69300"
"2014-01-16","14天","4.67900"
"2014-01-16","1年","4.99990"
"2014-01-16","7天","4.25600"
"2014-01-16","1天","2.77230"
"2014-01-16","90天","5.58120"
"2014-01-17","9个月","4.99180"
"2014-01-17","14天","4.73500"
"2014-01-17","7天","4.77600"
"2014-01-17","6个月","4.98210"
"2014-01-17","90天","5.58680"
"2014-01-17","1天","2.81700"
"2014-01-17","1年","5.00020"
"2014-01-17","30天","6.96400"
"2014-01-20","14天","5.53800"
"2014-01-20","6个月","4.98540"
"2014-01-20","7天","6.32900"
"2014-01-20","9个月","4.99300"
"2014-01-20","1天","3.88800"
"2014-01-20","1年","5.00010"
"2014-01-20","90天","5.58930"
"2014-01-20","30天","7.47200"
"2014-01-21","14天","5.56200"
"2014-01-21","9个月","4.99360"
"2014-01-21","1天","3.64100"
"2014-01-21","90天","5.59100"
"2014-01-21","1年","5.00010"
"2014-01-21","30天","7.42700"
"2014-01-21","7天","5.53500"
"2014-01-21","6个月","4.98730"
"2014-01-22","9个月","4.99350"
"2014-01-22","6个月","4.98870"
"2014-01-22","30天","6.95000"
"2014-01-22","14天","5.56000"
"2014-01-22","1年","5.00010"
"2014-01-22","7天","5.22400"
"2014-01-22","1天","3.67600"
"2014-01-22","90天","5.59240"
"2014-01-23","9个月","4.99430"
"2014-01-23","14天","5.94000"
"2014-01-23","7天","5.29300"
"2014-01-23","6个月","4.99040"
"2014-01-23","90天","5.59260"
"2014-01-23","1天","3.70000"
"2014-01-23","1年","5.00010"
"2014-01-23","30天","6.70800"
"2014-01-24","14天","6.76500"
"2014-01-24","6个月","4.99220"
"2014-01-24","7天","4.44900"
"2014-01-24","9个月","4.99500"
"2014-01-24","1天","3.71930"
"2014-01-24","1年","5.00010"
"2014-01-24","90天","5.59460"
"2014-01-24","30天","6.81700"
"2014-01-26","14天","6.35000"
"2014-01-26","1天","4.40000"
"2014-01-26","9个月","4.99660"
"2014-01-26","1年","5.00010"
"2014-01-26","30天","6.99500"
"2014-01-26","7天","4.71700"
"2014-01-26","90天","5.59620"
"2014-01-26","6个月","4.99290"
"2014-01-27","9个月","4.99840"
"2014-01-27","14天","6.09200"
"2014-01-27","6个月","4.99330"
"2014-01-27","7天","4.68900"
"2014-01-27","90天","5.59890"
"2014-01-27","1天","4.53400"
"2014-01-27","1年","5.00010"
"2014-01-27","30天","6.83000"
"2014-01-28","14天","6.80700"
"2014-01-28","6个月","4.99310"
"2014-01-28","30天","7.33300"
"2014-01-28","7天","4.96570"
"2014-01-28","9个月","4.99940"
"2014-01-28","90天","5.59980"
"2014-01-28","1天","4.84770"
"2014-01-28","1年","5.00010"
"2014-01-29","14天","7.07200"
"2014-01-29","9个月","4.99960"
"2014-01-29","1天","4.80000"
"2014-01-29","6个月","4.99380"
"2014-01-29","90天","5.60000"
"2014-01-29","1年","5.00010"
"2014-01-29","30天","7.19200"
"2014-01-29","7天","5.10800"
"2014-01-30","9个月","4.99980"
"2014-01-30","14天","5.73300"
"2014-01-30","1年","5.00010"
"2014-01-30","6个月","4.99410"
"2014-01-30","30天","5.44100"
"2014-01-30","7天","4.98300"
"2014-01-30","90天","5.60000"
"2014-01-30","1天","4.43500"
"2014-02-07","9个月","4.99980"
"2014-02-07","14天","5.65000"
"2014-02-07","6个月","4.99390"
"2014-02-07","7天","5.40900"
"2014-02-07","90天","5.60000"
"2014-02-07","1天","4.27000"
"2014-02-07","1年","5.00010"
"2014-02-07","30天","5.40000"
"2014-02-08","14天","5.43000"
"2014-02-08","6个月","4.99360"
"2014-02-08","30天","5.81100"
"2014-02-08","7天","5.25000"
"2014-02-08","9个月","4.99990"
"2014-02-08","90天","5.60500"
"2014-02-08","1天","4.25000"
"2014-02-08","1年","5.00010"
"2014-02-10","14天","5.42200"
"2014-02-10","9个月","5.00000"
"2014-02-10","1天","4.30350"
"2014-02-10","6个月","4.99360"
"2014-02-10","90天","5.60310"
"2014-02-10","1年","5.00010"
"2014-02-10","30天","5.84900"
"2014-02-10","7天","5.29900"
"2014-02-11","9个月","5.00000"
"2014-02-11","14天","5.28000"
"2014-02-11","1年","5.00010"
"2014-02-11","6个月","4.99360"
"2014-02-11","30天","5.75800"
"2014-02-11","7天","5.20100"
"2014-02-11","90天","5.60050"
"2014-02-11","1天","4.13700"
"2014-02-12","9个月","5.00000"
"2014-02-12","14天","5.22000"
"2014-02-12","90天","5.60120"
"2014-02-12","1年","5.00010"
"2014-02-12","30天","5.65000"
"2014-02-12","7天","5.17800"
"2014-02-12","1天","4.07500"
"2014-02-12","6个月","4.99550"
"2014-02-13","9个月","5.00000"
"2014-02-13","6个月","4.99630"
"2014-02-13","30天","5.62900"
"2014-02-13","14天","4.91100"
"2014-02-13","1年","5.00070"
"2014-02-13","7天","5.02100"
"2014-02-13","1天","3.66900"
"2014-02-13","90天","5.60370"
"2014-02-14","9个月","5.00000"
"2014-02-14","14天","4.56300"
"2014-02-14","7天","4.43600"
"2014-02-14","6个月","4.99660"
"2014-02-14","90天","5.60050"
"2014-02-14","1天","3.27800"
"2014-02-14","1年","5.00010"
"2014-02-14","30天","5.49300"
"2014-02-17","14天","4.48300"
"2014-02-17","6个月","4.99840"
"2014-02-17","7天","3.87900"
"2014-02-17","9个月","5.00000"
"2014-02-17","1天","2.95100"
"2014-02-17","1年","5.00010"
"2014-02-17","90天","5.60000"
"2014-02-17","30天","5.36500"
"2014-02-18","14天","4.63900"
"2014-02-18","9个月","5.00000"
"2014-02-18","1天","2.68000"
"2014-02-18","90天","5.60000"
"2014-02-18","1年","5.00010"
"2014-02-18","30天","5.29850"
"2014-02-18","7天","3.74300"
"2014-02-18","6个月","4.99930"
"2014-02-19","9个月","5.00000"
"2014-02-19","6个月","4.99980"
"2014-02-19","30天","5.29420"
"2014-02-19","14天","4.67800"
"2014-02-19","1年","5.00010"
"2014-02-19","7天","3.76200"
"2014-02-19","1天","2.40300"
"2014-02-19","90天","5.60000"
"2014-02-20","9个月","5.00000"
"2014-02-20","14天","4.14900"
"2014-02-20","7天","3.70300"
"2014-02-20","6个月","4.99990"
"2014-02-20","90天","5.59600"
"2014-02-20","1天","1.98100"
"2014-02-20","1年","5.00010"
"2014-02-20","30天","5.22000"
"2014-02-21","14天","4.00000"
"2014-02-21","6个月","4.99960"
"2014-02-21","7天","3.59500"
"2014-02-21","9个月","5.00000"
"2014-02-21","1天","1.76400"
"2014-02-21","1年","5.00010"
"2014-02-21","90天","5.57750"
"2014-02-21","30天","5.17600"
"2014-02-24","14天","3.97000"
"2014-02-24","9个月","5.00000"
"2014-02-24","1天","1.70000"
"2014-02-24","90天","5.56650"
"2014-02-24","1年","5.00010"
"2014-02-24","30天","4.96800"
"2014-02-24","7天","3.33900"
"2014-02-24","6个月","5.00000"
"2014-02-25","9个月","5.00000"
"2014-02-25","6个月","5.00000"
"2014-02-25","30天","4.51900"
"2014-02-25","14天","3.81100"
"2014-02-25","1年","5.00010"
"2014-02-25","7天","3.27800"
"2014-02-25","1天","1.72000"
"2014-02-25","90天","5.55850"
"2014-02-26","9个月","5.00000"
"2014-02-26","14天","3.82200"
"2014-02-26","7天","3.07200"
"2014-02-26","6个月","5.00000"
"2014-02-26","90天","5.54150"
"2014-02-26","1天","1.75000"
"2014-02-26","1年","5.00010"
"2014-02-26","30天","4.44350"
"2014-02-27","14天","3.76100"
"2014-02-27","6个月","5.00000"
"2014-02-27","7天","3.43000"
"2014-02-27","9个月","5.00000"
"2014-02-27","1天","1.75000"
"2014-02-27","1年","5.00010"
"2014-02-27","90天","5.53600"
"2014-02-27","30天","4.36800"
"2014-02-28","14天","3.75300"
"2014-02-28","9个月","5.00000"
"2014-02-28","1天","1.84580"
"2014-02-28","90天","5.52900"
"2014-02-28","1年","5.00010"
"2014-02-28","30天","4.31600"
"2014-02-28","7天","3.52900"
"2014-02-28","6个月","5.00000"
"2014-03-03","6个月","5.00000"
"2014-03-03","30天","4.26200"
"2014-03-03","14天","3.73400"
"2014-03-03","1年","5.00010"
"2014-03-03","7天","2.82100"
"2014-03-03","1天","2.08500"
"2014-03-03","9个月","5.00000"
"2014-03-03","90天","5.51900"
"2014-03-04","14天","3.80000"
"2014-03-04","6个月","5.00000"
"2014-03-04","30天","4.36500"
"2014-03-04","7天","3.51350"
"2014-03-04","9个月","5.00000"
"2014-03-04","90天","5.51500"
"2014-03-04","1天","2.08300"
"2014-03-04","1年","5.00010"
"2014-03-05","14天","3.80000"
"2014-03-05","9个月","5.00000"
"2014-03-05","1天","2.09000"
"2014-03-05","6个月","5.00000"
"2014-03-05","90天","5.51050"
"2014-03-05","1年","5.00010"
"2014-03-05","30天","4.45000"
"2014-03-05","7天","3.79800"
"2014-03-06","9个月","5.00000"
"2014-03-06","14天","3.76200"
"2014-03-06","1年","5.00010"
"2014-03-06","6个月","5.00000"
"2014-03-06","30天","4.64000"
"2014-03-06","7天","2.48600"
"2014-03-06","90天","5.50670"
"2014-03-06","1天","2.05470"
"2014-03-07","9个月","5.00000"
"2014-03-07","14天","3.05200"
"2014-03-07","6个月","5.00000"
"2014-03-07","7天","2.40300"
"2014-03-07","90天","5.50400"
"2014-03-07","1天","1.99480"
"2014-03-07","1年","5.00010"
"2014-03-07","30天","4.58600"
"2014-03-10","14天","2.62500"
"2014-03-10","6个月","5.00000"
"2014-03-10","30天","4.57400"
"2014-03-10","7天","2.35800"
"2014-03-10","9个月","5.00000"
"2014-03-10","90天","5.50200"
"2014-03-10","1天","1.91900"
"2014-03-10","1年","5.00000"
"2014-03-11","14天","2.29500"
"2014-03-11","9个月","5.00000"
"2014-03-11","1天","1.87300"
"2014-03-11","6个月","5.00000"
"2014-03-11","90天","5.50020"
"2014-03-11","1年","5.00000"
"2014-03-11","30天","4.29300"
"2014-03-11","7天","2.25800"
"2014-03-12","9个月","5.00000"
"2014-03-12","14天","2.20800"
"2014-03-12","1年","5.00000"
"2014-03-12","6个月","5.00000"
"2014-03-12","30天","3.87200"
"2014-03-12","7天","2.21100"
"2014-03-12","90天","5.50000"
"2014-03-12","1天","1.90000"
"2014-03-13","14天","2.27700"
"2014-03-13","9个月","5.00000"
"2014-03-13","90天","5.50000"
"2014-03-13","6个月","5.00000"
"2014-03-13","1天","1.96000"
"2014-03-13","1年","5.00000"
"2014-03-13","7天","2.50000"
"2014-03-13","30天","3.83000"
"2014-03-14","7天","2.52700"
"2014-03-14","14天","2.60800"
"2014-03-14","6个月","5.00000"
"2014-03-14","1天","1.87650"
"2014-03-14","30天","3.86800"
"2014-03-14","90天","5.50000"
"2014-03-14","1年","5.00000"
"2014-03-14","9个月","5.00000"
"2014-03-17","1天","1.86900"
"2014-03-17","14天","2.70000"
"2014-03-17","1年","5.00000"
"2014-03-17","7天","2.67100"
"2014-03-17","9个月","5.00000"
"2014-03-17","30天","3.93800"
"2014-03-17","6个月","5.00000"
"2014-03-17","90天","5.50000"
"2014-03-18","14天","2.88000"
"2014-03-18","1天","2.05000"
"2014-03-18","30天","4.02200"
"2014-03-18","7天","2.88000"
"2014-03-18","6个月","5.00000"
"2014-03-18","90天","5.50000"
"2014-03-18","9个月","5.00000"
"2014-03-18","1年","5.00000"
"2014-03-19","14天","3.80000"
"2014-03-19","1天","2.80250"
"2014-03-19","7天","3.42200"
"2014-03-19","90天","5.50000"
"2014-03-19","9个月","5.00000"
"2014-03-19","1年","5.00000"
"2014-03-19","30天","4.41200"
"2014-03-19","6个月","5.00000"
"2014-03-20","14天","3.64100"
"2014-03-20","1天","3.01100"
"2014-03-20","7天","3.47400"
"2014-03-20","6个月","5.00000"
"2014-03-20","90天","5.50000"
"2014-03-20","9个月","5.00000"
"2014-03-20","1年","5.00000"
"2014-03-20","30天","4.61900"
"2014-03-21","1天","2.50000"
"2014-03-21","14天","3.78000"
"2014-03-21","1年","5.00000"
"2014-03-21","7天","3.60000"
"2014-03-21","9个月","5.00000"
"2014-03-21","30天","4.89500"
"2014-03-21","6个月","5.00000"
"2014-03-21","90天","5.50000"
"2014-03-24","14天","3.82300"
"2014-03-24","1天","2.50000"
"2014-03-24","30天","5.14800"
"2014-03-24","7天","3.57800"
"2014-03-24","6个月","5.00000"
"2014-03-24","90天","5.50000"
"2014-03-24","9个月","5.00000"
"2014-03-24","1年","5.00000"
"2014-03-25","14天","4.06400"
"2014-03-25","1天","2.50000"
"2014-03-25","7天","3.62950"
"2014-03-25","90天","5.50000"
"2014-03-25","9个月","5.00000"
"2014-03-25","1年","5.00000"
"2014-03-25","30天","5.12500"
"2014-03-25","6个月","5.00000"
"2014-03-26","14天","4.53000"
"2014-03-26","1天","2.52000"
"2014-03-26","7天","3.86800"
"2014-03-26","6个月","5.00000"
"2014-03-26","90天","5.50000"
"2014-03-26","9个月","5.00000"
"2014-03-26","1年","5.00000"
"2014-03-26","30天","4.83500"
"2014-03-27","1天","2.65800"
"2014-03-27","14天","5.16100"
"2014-03-27","1年","5.00000"
"2014-03-27","7天","4.81200"
"2014-03-27","9个月","5.00000"
"2014-03-27","30天","4.93800"
"2014-03-27","6个月","5.00000"
"2014-03-27","90天","5.50000"
"2014-03-28","14天","5.46000"
"2014-03-28","1天","2.75000"
"2014-03-28","30天","4.76900"
"2014-03-28","7天","4.16800"
"2014-03-28","6个月","5.00000"
"2014-03-28","90天","5.50000"
"2014-03-28","9个月","5.00000"
"2014-03-28","1年","5.00000"
"2014-03-31","14天","5.46700"
"2014-03-31","1天","2.80000"
"2014-03-31","7天","4.18400"
"2014-03-31","90天","5.50000"
"2014-03-31","1年","5.00000"
"2014-03-31","30天","4.61700"
"2014-03-31","6个月","5.00000"
"2014-03-31","9个月","5.00000"
"2014-04-01","90天","5.50000"
"2014-04-01","1年","5.00000"
"2014-04-01","30天","4.60000"
"2014-04-01","7天","4.20500"
"2014-04-01","1天","2.86600"
"2014-04-01","6个月","5.00000"
"2014-04-01","9个月","5.00000"
"2014-04-01","14天","4.50300"
"2014-04-02","7天","4.22500"
"2014-04-02","90天","5.50000"
"2014-04-02","9个月","5.00000"
"2014-04-02","30天","4.60000"
"2014-04-02","6个月","5.00000"
"2014-04-02","14天","4.50400"
"2014-04-02","1天","2.95000"
"2014-04-02","1年","5.00000"
"2014-04-03","7天","4.10300"
"2014-04-03","90天","5.50000"
"2014-04-03","14天","4.45700"
"2014-04-03","30天","4.60000"
"2014-04-03","1年","5.00000"
"2014-04-03","1天","2.95000"
"2014-04-03","6个月","5.00000"
"2014-04-03","9个月","5.00000"
"2014-04-04","7天","2.99700"
"2014-04-04","90天","5.50000"
"2014-04-04","30天","4.59700"
"2014-04-04","6个月","5.00000"
"2014-04-04","1年","5.00000"
"2014-04-04","9个月","5.00000"
"2014-04-04","1天","2.76300"
"2014-04-04","14天","4.27800"
"2014-04-08","90天","5.50000"
"2014-04-08","1年","5.00000"
"2014-04-08","30天","4.43700"
"2014-04-08","7天","3.59100"
"2014-04-08","1天","2.71300"
"2014-04-08","6个月","5.00000"
"2014-04-08","9个月","5.00000"
"2014-04-08","14天","4.21000"
"2014-04-09","7天","3.67000"
"2014-04-09","90天","5.50000"
"2014-04-09","9个月","5.00000"
"2014-04-09","30天","4.40100"
"2014-04-09","6个月","5.00000"
"2014-04-09","14天","4.18200"
"2014-04-09","1天","2.74000"
"2014-04-09","1年","5.00000"
"2014-04-10","7天","3.70800"
"2014-04-10","90天","5.50000"
"2014-04-10","14天","3.71500"
"2014-04-10","30天","4.37500"
"2014-04-10","1年","5.00000"
"2014-04-10","1天","2.74000"
"2014-04-10","6个月","5.00000"
"2014-04-10","9个月","5.00000"
"2014-04-11","7天","3.70100"
"2014-04-11","90天","5.50000"
"2014-04-11","30天","4.20900"
"2014-04-11","6个月","5.00000"
"2014-04-11","1年","5.00000"
"2014-04-11","9个月","5.00000"
"2014-04-11","1天","2.75000"
"2014-04-11","14天","3.70300"
"2014-04-14","90天","5.50000"
"2014-04-14","1年","5.00000"
"2014-04-14","30天","4.16500"
"2014-04-14","7天","3.57000"
"2014-04-14","1天","2.63900"
"2014-04-14","6个月","5.00000"
"2014-04-14","9个月","5.00000"
"2014-04-14","14天","3.70000"
"2014-04-15","6个月","5.00000"
"2014-04-15","90天","5.50000"
"2014-04-15","9个月","5.00000"
"2014-04-15","1年","5.00000"
"2014-04-15","14天","3.38800"
"2014-04-15","30天","4.10200"
"2014-04-15","7天","3.44400"
"2014-04-15","1天","2.44900"
"2014-04-16","6个月","5.00000"
"2014-04-16","9个月","5.00000"
"2014-04-16","1年","5.00000"
"2014-04-16","30天","4.08500"
"2014-04-16","90天","5.50000"
"2014-04-16","14天","3.00300"
"2014-04-16","1天","2.29800"
"2014-04-16","7天","2.72600"
"2014-04-17","90天","5.50000"
"2014-04-17","9个月","5.00000"
"2014-04-17","14天","2.76400"
"2014-04-17","6个月","5.00000"
"2014-04-17","7天","2.72100"
"2014-04-17","1天","2.18100"
"2014-04-17","1年","5.00000"
"2014-04-17","30天","4.06000"
"2014-04-18","90天","5.50000"
"2014-04-18","14天","2.78200"
"2014-04-18","1天","2.00000"
"2014-04-18","1年","5.00000"
"2014-04-18","30天","3.93000"
"2014-04-18","6个月","5.00000"
"2014-04-18","9个月","5.00000"
"2014-04-18","7天","2.76100"
"2014-04-21","6个月","5.00000"
"2014-04-21","90天","5.50000"
"2014-04-21","9个月","5.00000"
"2014-04-21","1年","5.00000"
"2014-04-21","14天","2.99400"
"2014-04-21","30天","3.76700"
"2014-04-21","7天","2.71300"
"2014-04-21","1天","1.98000"
"2014-04-22","6个月","5.00000"
"2014-04-22","9个月","5.00000"
"2014-04-22","1年","5.00000"
"2014-04-22","30天","3.80800"
"2014-04-22","90天","5.50000"
"2014-04-22","14天","3.31100"
"2014-04-22","1天","1.92620"
"2014-04-22","7天","3.02900"
"2014-04-23","90天","5.50000"
"2014-04-23","9个月","5.00000"
"2014-04-23","14天","3.71500"
"2014-04-23","6个月","5.00000"
"2014-04-23","7天","3.08000"
"2014-04-23","1天","1.96300"
"2014-04-23","1年","5.00000"
"2014-04-23","30天","3.95110"
"2014-04-24","14天","4.14700"
"2014-04-24","1天","2.30300"
"2014-04-24","1年","5.00000"
"2014-04-24","30天","4.32000"
"2014-04-24","6个月","5.00000"
"2014-04-24","90天","5.50000"
"2014-04-24","9个月","5.00000"
"2014-04-24","7天","3.52100"
"2014-04-25","6个月","5.00000"
"2014-04-25","9个月","5.00000"
"2014-04-25","30天","4.28600"
"2014-04-25","90天","5.49000"
"2014-04-25","14天","4.32900"
"2014-04-25","1年","5.00000"
"2014-04-25","1天","2.31000"
"2014-04-25","7天","3.50300"
"2014-04-28","9个月","5.00000"
"2014-04-28","90天","5.49820"
"2014-04-28","14天","4.54300"
"2014-04-28","6个月","5.00000"
"2014-04-28","7天","4.02500"
"2014-04-28","1天","2.40600"
"2014-04-28","1年","5.00000"
"2014-04-28","30天","4.60000"
"2014-04-29","90天","5.50000"
"2014-04-29","9个月","5.00000"
"2014-04-29","6个月","5.00000"
"2014-04-29","30天","4.59300"
"2014-04-29","1年","5.00000"
"2014-04-29","1天","2.60400"
"2014-04-29","7天","4.07380"
"2014-04-29","14天","4.88500"
"2014-04-30","6个月","5.00000"
"2014-04-30","90天","5.49500"
"2014-04-30","9个月","5.00000"
"2014-04-30","30天","4.60400"
"2014-04-30","7天","4.13400"
"2014-04-30","14天","4.17600"
"2014-04-30","1天","2.50000"
"2014-04-30","1年","5.00000"
"2014-05-04","6个月","5.00000"
"2014-05-04","9个月","5.00000"
"2014-05-04","30天","4.50000"
"2014-05-04","90天","5.48200"
"2014-05-04","14天","3.70800"
"2014-05-04","1年","5.00000"
"2014-05-04","1天","2.40000"
"2014-05-04","7天","3.68300"
"2014-05-05","9个月","5.00000"
"2014-05-05","90天","5.46550"
"2014-05-05","14天","3.15800"
"2014-05-05","6个月","5.00000"
"2014-05-05","7天","3.14000"
"2014-05-05","1天","2.37000"
"2014-05-05","1年","5.00000"
"2014-05-05","30天","4.05800"
"2014-05-06","90天","5.44740"
"2014-05-06","9个月","5.00000"
"2014-05-06","6个月","5.00000"
"2014-05-06","30天","3.94100"
"2014-05-06","1年","5.00000"
"2014-05-06","1天","2.37000"
"2014-05-06","7天","3.09200"
"2014-05-06","14天","3.15800"
"2014-05-07","6个月","5.00000"
"2014-05-07","90天","5.41670"
"2014-05-07","9个月","5.00000"
"2014-05-07","30天","3.88200"
"2014-05-07","7天","3.11250"
"2014-05-07","14天","3.09200"
"2014-05-07","1天","2.37000"
"2014-05-07","1年","5.00000"
"2014-05-08","6个月","5.00000"
"2014-05-08","9个月","5.00000"
"2014-05-08","30天","3.79000"
"2014-05-08","90天","5.39920"
"2014-05-08","14天","3.10600"
"2014-05-08","1年","5.00000"
"2014-05-08","1天","2.23000"
"2014-05-08","7天","3.20400"
"2014-05-09","9个月","5.00000"
"2014-05-09","90天","5.39090"
"2014-05-09","14天","3.12100"
"2014-05-09","6个月","5.00000"
"2014-05-09","7天","3.19400"
"2014-05-09","1天","2.22050"
"2014-05-09","1年","5.00000"
"2014-05-09","30天","3.77300"
"2014-05-12","30天","3.66000"
"2014-05-12","1年","5.00000"
"2014-05-12","1天","2.21350"
"2014-05-12","14天","3.19800"
"2014-05-12","7天","3.18000"
"2014-05-12","90天","5.37640"
"2014-05-12","6个月","5.00000"
"2014-05-12","9个月","5.00000"
"2014-05-13","90天","5.34140"
"2014-05-13","1年","5.00000"
"2014-05-13","1天","2.35000"
"2014-05-13","30天","3.61700"
"2014-05-13","7天","3.18100"
"2014-05-13","6个月","5.00000"
"2014-05-13","14天","3.24980"
"2014-05-13","9个月","5.00000"
"2014-05-14","7天","3.23600"
"2014-05-14","90天","5.31980"
"2014-05-14","9个月","5.00000"
"2014-05-14","1年","5.00000"
"2014-05-14","6个月","5.00000"
"2014-05-14","14天","3.23300"
"2014-05-14","1天","2.36660"
"2014-05-14","30天","3.56750"
"2014-05-15","6个月","5.00000"
"2014-05-15","90天","5.26650"
"2014-05-15","7天","3.13550"
"2014-05-15","9个月","5.00000"
"2014-05-15","30天","3.65100"
"2014-05-15","14天","3.20200"
"2014-05-15","1年","5.00000"
"2014-05-15","1天","2.35000"
"2014-05-16","6个月","5.00000"
"2014-05-16","14天","3.12700"
"2014-05-16","1天","2.37000"
"2014-05-16","1年","5.01000"
"2014-05-16","7天","3.12900"
"2014-05-16","30天","3.69000"
"2014-05-16","90天","5.24180"
"2014-05-16","9个月","5.00000"
"2014-05-19","1年","5.01100"
"2014-05-19","14天","3.13180"
"2014-05-19","7天","3.10000"
"2014-05-19","6个月","5.00000"
"2014-05-19","1天","2.39600"
"2014-05-19","30天","3.73600"
"2014-05-19","90天","5.21420"
"2014-05-19","9个月","5.00000"
"2014-05-20","6个月","5.00000"
"2014-05-20","90天","5.17720"
"2014-05-20","7天","3.36100"
"2014-05-20","9个月","5.00000"
"2014-05-20","1年","5.00300"
"2014-05-20","30天","4.09500"
"2014-05-20","14天","3.57900"
"2014-05-20","1天","2.42700"
"2014-05-21","6个月","5.00000"
"2014-05-21","14天","3.92500"
"2014-05-21","1天","2.52800"
"2014-05-21","1年","5.00260"
"2014-05-21","7天","3.35300"
"2014-05-21","30天","4.20000"
"2014-05-21","90天","5.12150"
"2014-05-21","9个月","5.00000"
"2014-05-22","1年","5.00140"
"2014-05-22","6个月","5.00000"
"2014-05-22","7天","3.41900"
"2014-05-22","14天","3.91900"
"2014-05-22","1天","2.51000"
"2014-05-22","30天","4.20300"
"2014-05-22","90天","5.09350"
"2014-05-22","9个月","5.00000"
"2014-05-23","1年","5.00130"
"2014-05-23","7天","3.40500"
"2014-05-23","14天","3.90800"
"2014-05-23","1天","2.53000"
"2014-05-23","6个月","5.00000"
"2014-05-23","30天","4.06850"
"2014-05-23","90天","5.06750"
"2014-05-23","9个月","5.00000"
"2014-05-26","6个月","5.00000"
"2014-05-26","90天","5.04130"
"2014-05-26","7天","3.19500"
"2014-05-26","9个月","5.00000"
"2014-05-26","1年","5.00120"
"2014-05-26","30天","4.10000"
"2014-05-26","14天","3.82200"
"2014-05-26","1天","2.50250"
"2014-05-27","6个月","5.00000"
"2014-05-27","14天","3.39000"
"2014-05-27","1天","2.54100"
"2014-05-27","1年","5.00020"
"2014-05-27","7天","3.24700"
"2014-05-27","30天","4.00000"
"2014-05-27","90天","5.01970"
"2014-05-27","9个月","5.00000"
"2014-05-28","1年","5.00010"
"2014-05-28","6个月","5.00000"
"2014-05-28","7天","3.20000"
"2014-05-28","14天","3.33000"
"2014-05-28","1天","2.51000"
"2014-05-28","30天","3.94000"
"2014-05-28","90天","4.97680"
"2014-05-28","9个月","5.00000"
"2014-05-29","1年","5.00010"
"2014-05-29","7天","3.21500"
"2014-05-29","14天","3.34900"
"2014-05-29","1天","2.51000"
"2014-05-29","6个月","4.99900"
"2014-05-29","30天","3.87700"
"2014-05-29","90天","4.94180"
"2014-05-29","9个月","5.00000"
"2014-05-30","6个月","4.99980"
"2014-05-30","90天","4.92500"
"2014-05-30","7天","3.23000"
"2014-05-30","9个月","5.00000"
"2014-05-30","1年","5.00000"
"2014-05-30","30天","3.86100"
"2014-05-30","14天","3.32400"
"2014-05-30","1天","2.57000"
"2014-06-03","6个月","4.99580"
"2014-06-03","14天","3.38000"
"2014-06-03","1天","2.52100"
"2014-06-03","1年","5.00000"
"2014-06-03","7天","3.18000"
"2014-06-03","30天","3.71600"
"2014-06-03","90天","4.88300"
"2014-06-03","9个月","4.99800"
"2014-06-04","14天","3.33400"
