"SgnDate","Term","Shibor"
"2010-11-16","30天","2.63520"
"2010-11-16","6个月","2.91210"
"2010-11-16","7天","1.74450"
"2010-11-16","90天","2.89070"
"2010-11-16","9个月","2.94110"
"2010-11-17","30天","2.63220"
"2010-11-17","6个月","2.91330"
"2010-11-17","7天","1.91500"
"2010-11-17","9个月","2.94180"
"2010-11-17","1年","2.97620"
"2010-11-17","90天","2.89220"
"2010-11-17","14天","2.10000"
"2010-11-17","1天","1.72920"
"2010-11-18","1年","2.97650"
"2010-11-18","9个月","2.94180"
"2010-11-18","14天","2.20000"
"2010-11-18","30天","2.64550"
"2010-11-18","7天","1.99460"
"2010-11-18","1天","1.80290"
"2010-11-18","6个月","2.91450"
"2010-11-18","90天","2.89560"
"2010-11-19","14天","2.20250"
"2010-11-19","1年","2.97980"
"2010-11-19","30天","2.67800"
"2010-11-19","7天","2.07000"
"2010-11-19","9个月","2.94660"
"2010-11-19","1天","1.81880"
"2010-11-19","6个月","2.91960"
"2010-11-19","90天","2.89960"
"2010-11-22","14天","2.22330"
"2010-11-22","1天","1.96000"
"2010-11-22","1年","2.99160"
"2010-11-22","30天","2.87720"
"2010-11-22","6个月","2.93650"
"2010-11-22","7天","2.14920"
"2010-11-22","90天","2.91740"
"2010-11-22","9个月","2.96190"
"2010-11-23","30天","3.01890"
"2010-11-23","6个月","2.95520"
"2010-11-23","7天","2.21930"
"2010-11-23","9个月","2.97800"
"2010-11-23","1年","3.01030"
"2010-11-23","90天","2.96880"
"2010-11-23","14天","2.38080"
"2010-11-23","1天","1.98150"
"2010-11-24","1年","3.02410"
"2010-11-24","9个月","2.99500"
"2010-11-24","14天","2.60540"
"2010-11-24","30天","3.26580"
"2010-11-24","7天","2.32630"
"2010-11-24","1天","1.90550"
"2010-11-24","6个月","2.97110"
"2010-11-24","90天","3.01270"
"2010-11-25","14天","2.98500"
"2010-11-25","1年","3.03670"
"2010-11-25","30天","3.43830"
"2010-11-25","7天","2.47920"
"2010-11-25","9个月","3.00820"
"2010-11-25","1天","1.89130"
"2010-11-25","6个月","2.99000"
"2010-11-25","90天","3.07070"
"2010-11-26","14天","3.06170"
"2010-11-26","1年","3.06180"
"2010-11-26","30天","3.50170"
"2010-11-26","1天","1.89250"
"2010-11-26","7天","2.71170"
"2010-11-26","9个月","3.03090"
"2010-11-26","90天","3.13670"
"2010-11-26","6个月","3.01290"
"2010-11-29","14天","3.51000"
"2010-11-29","1天","1.92170"
"2010-11-29","1年","3.07860"
"2010-11-29","30天","3.59630"
"2010-11-29","6个月","3.03000"
"2010-11-29","7天","2.67170"
"2010-11-29","90天","3.19250"
"2010-11-29","9个月","3.04940"
"2010-11-30","7天","3.32630"
"2010-11-30","6个月","3.04970"
"2010-11-30","1年","3.09670"
"2010-11-30","9个月","3.06900"
"2010-11-30","90天","3.24980"
"2010-11-30","30天","3.71000"
"2010-11-30","14天","3.72000"
"2010-11-30","1天","2.13000"
"2010-12-01","14天","3.71480"
"2010-12-01","1年","3.11030"
"2010-12-01","9个月","3.08270"
"2010-12-01","1天","2.23000"
"2010-12-01","90天","3.28650"
"2010-12-01","30天","3.89500"
"2010-12-01","6个月","3.06440"
"2010-12-01","7天","3.34580"
"2010-12-02","14天","3.73330"
"2010-12-02","1年","3.12370"
"2010-12-02","30天","3.81500"
"2010-12-02","1天","2.23720"
"2010-12-02","7天","3.34710"
"2010-12-02","9个月","3.09490"
"2010-12-02","90天","3.32740"
"2010-12-02","6个月","3.07920"
"2010-12-03","14天","3.69920"
"2010-12-03","1天","1.99820"
"2010-12-03","1年","3.13810"
"2010-12-03","30天","3.81630"
"2010-12-03","6个月","3.08640"
"2010-12-03","7天","3.33250"
"2010-12-03","90天","3.34530"
"2010-12-03","9个月","3.10620"
"2010-12-06","7天","3.08710"
"2010-12-06","6个月","3.09190"
"2010-12-06","1年","3.14490"
"2010-12-06","9个月","3.11390"
"2010-12-06","90天","3.37400"
"2010-12-06","30天","3.76550"
"2010-12-06","14天","3.37530"
"2010-12-06","1天","1.88000"
"2010-12-07","14天","3.34670"
"2010-12-07","1年","3.15100"
"2010-12-07","9个月","3.12120"
"2010-12-07","1天","1.98580"
"2010-12-07","90天","3.39400"
"2010-12-07","30天","3.59380"
"2010-12-07","6个月","3.09900"
"2010-12-07","7天","2.20780"
"2010-12-08","14天","3.29530"
"2010-12-08","1年","3.15680"
"2010-12-08","30天","3.76250"
"2010-12-08","1天","2.09790"
"2010-12-08","7天","2.50290"
"2010-12-08","9个月","3.13040"
"2010-12-08","90天","3.42000"
"2010-12-08","6个月","3.10720"
"2010-12-09","14天","3.33520"
"2010-12-09","1天","2.00920"
"2010-12-09","1年","3.16460"
"2010-12-09","30天","3.75250"
"2010-12-09","6个月","3.11410"
"2010-12-09","7天","2.48890"
"2010-12-09","90天","3.52920"
"2010-12-09","9个月","3.14070"
"2010-12-10","30天","3.84500"
"2010-12-10","6个月","3.12330"
"2010-12-10","7天","2.49330"
"2010-12-10","90天","3.63200"
"2010-12-10","9个月","3.15230"
"2010-12-10","1年","3.17430"
"2010-12-10","14天","3.27330"
"2010-12-10","1天","2.01080"
"2010-12-13","90天","3.66600"
"2010-12-13","9个月","3.15970"
"2010-12-13","7天","2.55270"
"2010-12-13","30天","3.81290"
"2010-12-13","14天","3.26080"
"2010-12-13","6个月","3.13250"
"2010-12-13","1天","2.00670"
"2010-12-13","1年","3.18150"
"2010-12-14","14天","3.41830"
"2010-12-14","1年","3.19050"
"2010-12-14","7天","3.29580"
"2010-12-14","30天","3.95920"
"2010-12-14","90天","3.72050"
"2010-12-14","1天","1.99850"
"2010-12-14","6个月","3.14280"
"2010-12-14","9个月","3.16930"
"2010-12-15","1年","3.20620"
"2010-12-15","30天","4.09750"
"2010-12-15","7天","3.61580"
"2010-12-15","90天","3.81580"
"2010-12-15","14天","3.59750"
"2010-12-15","1天","2.01580"
"2010-12-15","6个月","3.15720"
"2010-12-15","9个月","3.18710"
"2010-12-16","14天","3.63080"
"2010-12-16","1年","3.21500"
"2010-12-16","30天","4.19830"
"2010-12-16","1天","2.00080"
"2010-12-16","6个月","3.16640"
"2010-12-16","7天","3.33580"
"2010-12-16","90天","3.85480"
"2010-12-16","9个月","3.19580"
"2010-12-17","90天","3.88420"
"2010-12-17","9个月","3.20430"
"2010-12-17","7天","3.70080"
"2010-12-17","30天","4.30350"
"2010-12-17","14天","3.88420"
"2010-12-17","6个月","3.17470"
"2010-12-17","1天","1.99540"
"2010-12-17","1年","3.22300"
"2010-12-20","14天","3.94690"
"2010-12-20","1年","3.25740"
"2010-12-20","7天","3.50250"
"2010-12-20","30天","4.32970"
"2010-12-20","90天","3.91810"
"2010-12-20","1天","2.10350"
"2010-12-20","6个月","3.20300"
"2010-12-20","9个月","3.23110"
"2010-12-21","1年","3.29550"
"2010-12-21","30天","4.49100"
"2010-12-21","7天","4.08000"
"2010-12-21","90天","3.94960"
"2010-12-21","14天","4.34070"
"2010-12-21","1天","2.35210"
"2010-12-21","6个月","3.24050"
"2010-12-21","9个月","3.27280"
"2010-12-22","14天","4.55750"
"2010-12-22","1年","3.32390"
"2010-12-22","30天","4.79520"
"2010-12-22","1天","2.55330"
"2010-12-22","6个月","3.27150"
"2010-12-22","7天","4.15830"
"2010-12-22","90天","4.11300"
"2010-12-22","9个月","3.29500"
"2010-12-23","90天","4.17900"
"2010-12-23","9个月","3.34270"
"2010-12-23","7天","5.66170"
"2010-12-23","30天","5.17670"
"2010-12-23","14天","5.15330"
"2010-12-23","6个月","3.32340"
"2010-12-23","1天","3.25500"
"2010-12-23","1年","3.36170"
"2010-12-24","14天","5.60750"
"2010-12-24","1年","3.39500"
"2010-12-24","7天","4.93080"
"2010-12-24","30天","5.74300"
"2010-12-24","90天","4.32640"
"2010-12-24","1天","4.25830"
"2010-12-24","6个月","3.36070"
"2010-12-24","9个月","3.37730"
"2010-12-27","1年","3.52460"
"2010-12-27","14天","5.81000"
"2010-12-27","1天","4.50790"
"2010-12-27","30天","6.06780"
"2010-12-27","7天","5.29830"
"2010-12-27","6个月","3.45920"
"2010-12-27","90天","4.56410"
"2010-12-27","9个月","3.48270"
"2010-12-28","30天","6.18270"
"2010-12-28","7天","5.76210"
"2010-12-28","90天","4.60210"
"2010-12-28","1年","3.57670"
"2010-12-28","6个月","3.50340"
"2010-12-28","1天","4.59540"
"2010-12-28","9个月","3.53780"
"2010-12-28","14天","6.64290"
"2010-12-29","30天","6.21000"
"2010-12-29","14天","6.00670"
"2010-12-29","1年","3.59500"
"2010-12-29","6个月","3.51520"
"2010-12-29","1天","4.75880"
"2010-12-29","7天","6.05630"
"2010-12-29","90天","4.62360"
"2010-12-29","9个月","3.55260"
"2010-12-30","9个月","3.58000"
"2010-12-30","7天","6.28530"
"2010-12-30","90天","4.62160"
"2010-12-30","14天","6.43580"
"2010-12-30","1天","5.09960"
"2010-12-30","30天","6.22170"
"2010-12-30","6个月","3.54470"
"2010-12-30","1年","3.61690"
"2010-12-31","14天","6.51250"
"2010-12-31","30天","6.16900"
"2010-12-31","7天","6.38670"
"2010-12-31","1年","3.63120"
"2010-12-31","1天","4.52170"
"2010-12-31","6个月","3.56140"
"2010-12-31","90天","4.62340"
"2010-12-31","9个月","3.59440"
"2011-01-04","30天","4.47110"
"2011-01-04","7天","4.31080"
"2011-01-04","90天","4.55830"
"2011-01-04","1年","3.63830"
"2011-01-04","6个月","3.55980"
"2011-01-04","1天","2.93080"
"2011-01-04","9个月","3.59780"
"2011-01-04","14天","4.36920"
"2011-01-05","30天","4.16760"
"2011-01-05","14天","4.12080"
"2011-01-05","1年","3.64610"
"2011-01-05","6个月","3.57890"
"2011-01-05","1天","2.68000"
"2011-01-05","7天","3.21920"
"2011-01-05","90天","4.52200"
"2011-01-05","9个月","3.60760"
"2011-01-06","9个月","3.61520"
"2011-01-06","7天","3.15670"
"2011-01-06","90天","4.46480"
"2011-01-06","14天","4.07750"
"2011-01-06","1天","2.18040"
"2011-01-06","30天","4.11880"
"2011-01-06","6个月","3.58060"
"2011-01-06","1年","3.65210"
"2011-01-07","14天","3.88000"
"2011-01-07","30天","3.95650"
"2011-01-07","7天","2.79960"
"2011-01-07","1年","3.66200"
"2011-01-07","1天","2.12000"
"2011-01-07","6个月","3.60090"
"2011-01-07","90天","4.41840"
"2011-01-07","9个月","3.63530"
"2011-01-10","30天","3.90070"
"2011-01-10","7天","2.37250"
"2011-01-10","90天","4.34080"
"2011-01-10","1年","3.67740"
"2011-01-10","6个月","3.61130"
"2011-01-10","1天","2.01000"
"2011-01-10","9个月","3.64970"
"2011-01-10","14天","3.84170"
"2011-01-11","90天","4.26430"
"2011-01-11","9个月","3.66030"
"2011-01-11","30天","3.87820"
"2011-01-11","14天","3.60330"
"2011-01-11","1年","3.68950"
"2011-01-11","6个月","3.62710"
"2011-01-11","1天","1.98000"
"2011-01-11","7天","2.43750"
"2011-01-12","14天","3.40420"
"2011-01-12","7天","2.48530"
"2011-01-12","90天","4.19510"
"2011-01-12","1天","1.96250"
"2011-01-12","30天","3.85690"
"2011-01-12","1年","3.69290"
"2011-01-12","6个月","3.63590"
"2011-01-12","9个月","3.66670"
"2011-01-13","14天","3.35420"
"2011-01-13","1天","1.91570"
"2011-01-13","30天","3.82990"
"2011-01-13","7天","2.30750"
"2011-01-13","90天","4.17200"
"2011-01-13","1年","3.69920"
"2011-01-13","6个月","3.64510"
"2011-01-13","9个月","3.67420"
"2011-01-14","14天","3.12660"
"2011-01-14","1天","1.92170"
"2011-01-14","1年","3.70760"
"2011-01-14","90天","4.13980"
"2011-01-14","30天","3.82040"
"2011-01-14","9个月","3.68040"
"2011-01-14","6个月","3.65490"
"2011-01-14","7天","2.54580"
"2011-01-17","1天","1.92580"
"2011-01-17","1年","3.71550"
"2011-01-17","30天","4.15050"
"2011-01-17","7天","2.57130"
"2011-01-17","90天","4.13830"
"2011-01-17","14天","2.98670"
"2011-01-17","6个月","3.66210"
"2011-01-17","9个月","3.68980"
"2011-01-18","14天","3.14080"
"2011-01-18","7天","2.76750"
"2011-01-18","90天","4.16710"
"2011-01-18","1天","1.99710"
"2011-01-18","30天","4.47080"
"2011-01-18","1年","3.71960"
"2011-01-18","6个月","3.66650"
"2011-01-18","9个月","3.69320"
"2011-01-19","14天","4.14170"
"2011-01-19","1天","2.62750"
"2011-01-19","30天","5.26330"
"2011-01-19","7天","4.05880"
"2011-01-19","90天","4.35720"
"2011-01-19","1年","3.73440"
"2011-01-19","6个月","3.69160"
"2011-01-19","9个月","3.70690"
"2011-01-20","14天","5.98920"
"2011-01-20","1天","5.70830"
"2011-01-20","1年","3.75390"
"2011-01-20","90天","4.68390"
"2011-01-20","30天","6.73500"
"2011-01-20","9个月","3.72450"
"2011-01-20","6个月","3.71570"
"2011-01-20","7天","6.07670"
"2011-01-21","1天","5.72420"
"2011-01-21","1年","3.78550"
"2011-01-21","30天","7.47750"
"2011-01-21","7天","7.32080"
"2011-01-21","90天","4.93220"
"2011-01-21","14天","6.75830"
"2011-01-21","6个月","3.74300"
"2011-01-21","9个月","3.75710"
"2011-01-24","14天","6.79580"
"2011-01-24","7天","5.42420"
"2011-01-24","90天","5.04970"
"2011-01-24","1天","5.04080"
"2011-01-24","30天","7.94170"
"2011-01-24","1年","3.81600"
"2011-01-24","6个月","3.77020"
"2011-01-24","9个月","3.78770"
"2011-01-25","14天","7.95000"
"2011-01-25","1天","7.20420"
"2011-01-25","30天","8.13000"
"2011-01-25","7天","7.70330"
"2011-01-25","90天","5.25020"
"2011-01-25","1年","3.85680"
"2011-01-25","6个月","3.82510"
"2011-01-25","9个月","3.82910"
"2011-01-26","14天","8.22920"
"2011-01-26","1天","7.76080"
"2011-01-26","1年","3.91870"
"2011-01-26","30天","8.12580"
"2011-01-26","6个月","3.86460"
"2011-01-26","7天","7.87250"
"2011-01-26","90天","5.44150"
"2011-01-26","9个月","3.88890"
"2011-01-27","30天","8.13920"
"2011-01-27","90天","5.55970"
"2011-01-27","1年","3.96000"
"2011-01-27","14天","8.37920"
"2011-01-27","7天","8.40580"
"2011-01-27","6个月","3.89690"
"2011-01-27","9个月","3.92600"
"2011-01-27","1天","7.99970"
"2011-01-28","14天","8.12080"
"2011-01-28","90天","5.62070"
"2011-01-28","7天","8.18830"
"2011-01-28","9个月","3.97450"
"2011-01-28","6个月","3.93850"
"2011-01-28","1天","7.69920"
"2011-01-28","1年","4.01010"
"2011-01-28","30天","8.13000"
"2011-01-30","14天","8.52250"
"2011-01-30","1天","7.98330"
"2011-01-30","90天","5.70590"
"2011-01-30","30天","8.11180"
"2011-01-30","7天","8.51170"
"2011-01-30","9个月","4.00870"
"2011-01-30","6个月","3.97160"
"2011-01-30","1年","4.05610"
"2011-01-31","14天","8.51380"
"2011-01-31","1天","5.01420"
"2011-01-31","1年","4.08080"
"2011-01-31","30天","8.13180"
"2011-01-31","6个月","3.99310"
"2011-01-31","90天","5.74640"
"2011-01-31","9个月","4.03780"
"2011-01-31","7天","8.21920"
"2011-02-01","30天","6.62500"
"2011-02-01","90天","5.64370"
"2011-02-01","1年","4.08940"
"2011-02-01","14天","4.85000"
"2011-02-01","7天","3.36920"
"2011-02-01","6个月","3.99430"
"2011-02-01","9个月","4.04560"
"2011-02-01","1天","3.34580"
"2011-02-09","14天","4.80670"
"2011-02-09","90天","5.72990"
"2011-02-09","7天","4.09030"
"2011-02-09","9个月","4.16830"
"2011-02-09","6个月","4.11700"
"2011-02-09","1天","3.84750"
"2011-02-09","1年","4.22110"
"2011-02-09","30天","5.58180"
"2011-02-10","14天","4.60500"
"2011-02-10","1天","2.87580"
"2011-02-10","90天","5.63620"
"2011-02-10","30天","5.31510"
"2011-02-10","7天","3.97170"
"2011-02-10","9个月","4.21640"
"2011-02-10","6个月","4.16840"
"2011-02-10","1年","4.28270"
"2011-02-11","14天","4.56580"
"2011-02-11","1天","2.88500"
"2011-02-11","1年","4.30670"
"2011-02-11","30天","5.11290"
"2011-02-11","6个月","4.19600"
"2011-02-11","90天","5.44150"
"2011-02-11","9个月","4.24230"
"2011-02-11","7天","3.97100"
"2011-02-12","30天","4.79170"
"2011-02-12","90天","5.18540"
"2011-02-12","1年","4.32380"
"2011-02-12","14天","4.18170"
"2011-02-12","7天","2.64120"
"2011-02-12","6个月","4.20630"
"2011-02-12","9个月","4.25800"
"2011-02-12","1天","2.59500"
"2011-02-14","14天","3.11250"
"2011-02-14","90天","5.00480"
"2011-02-14","7天","2.70670"
"2011-02-14","9个月","4.27030"
"2011-02-14","6个月","4.21220"
"2011-02-14","1天","2.31000"
"2011-02-14","1年","4.34640"
"2011-02-14","30天","4.43250"
"2011-02-15","6个月","4.21950"
"2011-02-15","7天","2.62450"
"2011-02-15","90天","4.82500"
"2011-02-15","30天","4.42920"
"2011-02-15","9个月","4.28930"
"2011-02-15","1天","2.31000"
"2011-02-15","14天","2.90750"
"2011-02-15","1年","4.36860"
"2011-02-16","14天","3.43750"
"2011-02-16","30天","4.48170"
"2011-02-16","1天","2.30080"
"2011-02-16","6个月","4.23610"
"2011-02-16","90天","4.76500"
"2011-02-16","1年","4.39300"
"2011-02-16","7天","2.58820"
"2011-02-16","9个月","4.29710"
"2011-02-17","14天","3.97000"
"2011-02-17","1天","2.18670"
"2011-02-17","30天","4.34360"
"2011-02-17","6个月","4.25790"
"2011-02-17","90天","4.72150"
"2011-02-17","1年","4.42590"
"2011-02-17","7天","2.92500"
"2011-02-17","9个月","4.32890"
"2011-02-18","14天","4.07750"
"2011-02-18","1天","2.10750"
"2011-02-18","1年","4.45290"
"2011-02-18","30天","4.38140"
"2011-02-18","6个月","4.29320"
"2011-02-18","7天","2.79490"
"2011-02-18","90天","4.71450"
"2011-02-18","9个月","4.35270"
"2011-02-21","6个月","4.34230"
"2011-02-21","7天","6.09420"
"2011-02-21","90天","4.87760"
"2011-02-21","30天","5.21500"
"2011-02-21","9个月","4.38540"
"2011-02-21","1天","2.17830"
"2011-02-21","1年","4.48970"
"2011-02-21","14天","6.98580"
"2011-02-22","14天","6.65500"
"2011-02-22","30天","5.33830"
"2011-02-22","1天","2.01670"
"2011-02-22","6个月","4.36590"
"2011-02-22","90天","4.93330"
"2011-02-22","1年","4.52320"
"2011-02-22","7天","6.25330"
"2011-02-22","9个月","4.41840"
"2011-02-23","14天","5.58330"
"2011-02-23","1天","1.99500"
"2011-02-23","30天","5.10420"
"2011-02-23","6个月","4.40250"
"2011-02-23","90天","4.93570"
"2011-02-23","1年","4.54990"
"2011-02-23","7天","6.20330"
"2011-02-23","9个月","4.44270"
"2011-02-24","14天","5.09170"
"2011-02-24","1天","2.28920"
"2011-02-24","1年","4.57950"
"2011-02-24","30天","4.85450"
"2011-02-24","6个月","4.42020"
"2011-02-24","7天","3.44630"
"2011-02-24","90天","4.91970"
"2011-02-24","9个月","4.47200"
"2011-02-25","6个月","4.43730"
"2011-02-25","7天","3.14920"
"2011-02-25","90天","4.92500"
"2011-02-25","30天","4.84130"
"2011-02-25","9个月","4.48920"
"2011-02-25","1天","2.70280"
"2011-02-25","1年","4.59530"
"2011-02-25","14天","5.21500"
"2011-02-28","14天","4.50830"
"2011-02-28","30天","4.75030"
"2011-02-28","1天","2.37830"
"2011-02-28","6个月","4.44940"
"2011-02-28","90天","4.91070"
"2011-02-28","1年","4.60800"
"2011-02-28","7天","2.99670"
"2011-02-28","9个月","4.49980"
"2011-03-01","14天","4.25170"
"2011-03-01","1天","2.18750"
"2011-03-01","30天","4.45350"
"2011-03-01","6个月","4.46410"
"2011-03-01","90天","4.82810"
"2011-03-01","1年","4.62080"
"2011-03-01","7天","2.99580"
"2011-03-01","9个月","4.51080"
"2011-03-02","14天","3.53750"
"2011-03-02","30天","4.21380"
"2011-03-02","6个月","4.46970"
"2011-03-02","9个月","4.52170"
"2011-03-02","1天","2.01830"
"2011-03-02","1年","4.62840"
"2011-03-02","7天","2.99420"
"2011-03-02","90天","4.67520"
"2011-03-03","1天","1.94190"
"2011-03-03","30天","4.04450"
"2011-03-03","6个月","4.47140"
"2011-03-03","9个月","4.52430"
"2011-03-03","14天","2.95330"
"2011-03-03","1年","4.62380"
"2011-03-03","7天","2.43920"
"2011-03-03","90天","4.52580"
"2011-03-04","1天","1.89330"
"2011-03-04","14天","2.56580"
"2011-03-04","6个月","4.47300"
"2011-03-04","30天","4.00750"
"2011-03-04","1年","4.63010"
"2011-03-04","7天","2.20920"
"2011-03-04","90天","4.46450"
"2011-03-04","9个月","4.53580"
"2011-03-07","6个月","4.46100"
"2011-03-07","30天","3.76790"
"2011-03-07","9个月","4.53320"
"2011-03-07","90天","4.40150"
"2011-03-07","7天","2.16300"
"2011-03-07","1天","1.78580"
"2011-03-07","1年","4.63440"
"2011-03-07","14天","2.53670"
"2011-03-08","14天","2.54650"
"2011-03-08","30天","3.74750"
"2011-03-08","6个月","4.43660"
"2011-03-08","9个月","4.53490"
"2011-03-08","1天","1.69170"
"2011-03-08","1年","4.63550"
"2011-03-08","7天","2.20330"
"2011-03-08","90天","4.32030"
"2011-03-09","1天","1.68750"
"2011-03-09","30天","3.61800"
"2011-03-09","6个月","4.42080"
"2011-03-09","9个月","4.53220"
"2011-03-09","14天","2.54000"
"2011-03-09","1年","4.63530"
"2011-03-09","7天","2.15130"
"2011-03-09","90天","4.22370"
"2011-03-10","1天","1.67920"
"2011-03-10","14天","2.53420"
"2011-03-10","6个月","4.42940"
"2011-03-10","30天","3.70620"
"2011-03-10","1年","4.63660"
"2011-03-10","7天","2.25750"
"2011-03-10","90天","4.19440"
"2011-03-10","9个月","4.53970"
"2011-03-11","6个月","4.43110"
"2011-03-11","30天","3.69360"
"2011-03-11","9个月","4.54370"
"2011-03-11","90天","4.18450"
"2011-03-11","7天","2.05080"
"2011-03-11","1天","1.68580"
"2011-03-11","1年","4.63820"
"2011-03-11","14天","2.50490"
"2011-03-14","14天","2.50080"
"2011-03-14","30天","3.74250"
"2011-03-14","6个月","4.44290"
"2011-03-14","9个月","4.54950"
"2011-03-14","1天","1.68750"
"2011-03-14","1年","4.63780"
"2011-03-14","7天","2.04670"
"2011-03-14","90天","4.19030"
"2011-03-15","1天","1.68040"
"2011-03-15","30天","3.91080"
"2011-03-15","6个月","4.44890"
"2011-03-15","9个月","4.56130"
"2011-03-15","14天","2.55080"
"2011-03-15","1年","4.64590"
"2011-03-15","7天","1.99170"
"2011-03-15","90天","4.21290"
"2011-03-16","90天","4.22070"
"2011-03-16","6个月","4.45250"
"2011-03-16","9个月","4.57050"
"2011-03-16","7天","1.99330"
"2011-03-16","1天","1.67830"
"2011-03-16","14天","2.61830"
"2011-03-16","30天","3.96390"
"2011-03-16","1年","4.65250"
"2011-03-17","30天","3.93420"
"2011-03-17","6个月","4.45110"
"2011-03-17","90天","4.24010"
"2011-03-17","9个月","4.57540"
"2011-03-17","1天","1.67330"
"2011-03-17","14天","2.25380"
"2011-03-17","1年","4.65580"
"2011-03-17","7天","1.99830"
"2011-03-18","1天","1.66920"
"2011-03-18","30天","3.88170"
"2011-03-18","6个月","4.43880"
"2011-03-18","14天","2.65540"
"2011-03-18","1年","4.65660"
"2011-03-18","7天","1.99670"
"2011-03-18","90天","4.24610"
"2011-03-18","9个月","4.57540"
"2011-03-21","9个月","4.58650"
"2011-03-21","90天","4.26840"
"2011-03-21","14天","3.25930"
"2011-03-21","6个月","4.45600"
"2011-03-21","1天","1.92420"
"2011-03-21","7天","2.96000"
"2011-03-21","1年","4.66470"
"2011-03-21","30天","3.90900"
"2011-03-22","14天","3.25330"
"2011-03-22","1天","1.91580"
"2011-03-22","30天","3.91000"
"2011-03-22","90天","4.26840"
"2011-03-22","6个月","4.46180"
"2011-03-22","9个月","4.59020"
"2011-03-22","1年","4.66630"
"2011-03-22","7天","2.82830"
"2011-03-23","30天","3.87990"
"2011-03-23","6个月","4.45430"
"2011-03-23","90天","4.26540"
"2011-03-23","9个月","4.59190"
"2011-03-23","1天","1.89920"
"2011-03-23","14天","3.27500"
"2011-03-23","1年","4.66730"
"2011-03-23","7天","2.71330"
"2011-03-24","1天","1.87900"
"2011-03-24","30天","3.86060"
"2011-03-24","6个月","4.44280"
"2011-03-24","14天","3.23750"
"2011-03-24","1年","4.66210"
"2011-03-24","7天","2.70000"
"2011-03-24","90天","4.25170"
"2011-03-24","9个月","4.58550"
"2011-03-25","9个月","4.58240"
"2011-03-25","90天","4.23880"
"2011-03-25","14天","3.34920"
"2011-03-25","6个月","4.43740"
"2011-03-25","1天","1.86750"
"2011-03-25","7天","2.23420"
"2011-03-25","1年","4.65830"
"2011-03-25","30天","3.85090"
"2011-03-28","14天","3.25990"
"2011-03-28","1天","1.78830"
"2011-03-28","30天","3.84840"
"2011-03-28","90天","4.20720"
"2011-03-28","6个月","4.43290"
"2011-03-28","9个月","4.58350"
"2011-03-28","1年","4.66010"
"2011-03-28","7天","2.30580"
"2011-03-29","30天","3.65170"
"2011-03-29","6个月","4.41960"
"2011-03-29","90天","4.16660"
"2011-03-29","9个月","4.58200"
"2011-03-29","1天","1.78830"
"2011-03-29","14天","3.15250"
"2011-03-29","1年","4.66030"
"2011-03-29","7天","2.08420"
"2011-03-30","1天","1.78580"
"2011-03-30","30天","3.59890"
"2011-03-30","6个月","4.42330"
"2011-03-30","14天","3.00670"
"2011-03-30","1年","4.66040"
"2011-03-30","7天","2.60710"
"2011-03-30","90天","4.16560"
"2011-03-30","9个月","4.58270"
"2011-03-31","14天","3.20830"
"2011-03-31","1天","1.79920"
"2011-03-31","6个月","4.42710"
"2011-03-31","1年","4.66180"
"2011-03-31","7天","2.81830"
"2011-03-31","90天","4.16900"
"2011-03-31","9个月","4.58550"
"2011-03-31","30天","3.59000"
"2011-04-01","90天","4.17880"
"2011-04-01","9个月","4.58630"
"2011-04-01","14天","3.18250"
"2011-04-01","1天","1.79220"
"2011-04-01","1年","4.66230"
"2011-04-01","6个月","4.42740"
"2011-04-01","7天","2.78210"
"2011-04-01","30天","3.56500"
"2011-04-02","14天","2.88580"
"2011-04-02","30天","3.53430"
"2011-04-02","1年","4.66240"
"2011-04-02","7天","2.27830"
"2011-04-02","9个月","4.58600"
"2011-04-02","90天","4.17650"
"2011-04-02","1天","1.78020"
"2011-04-02","6个月","4.44760"
"2011-04-06","30天","3.52200"
"2011-04-06","7天","2.38830"
"2011-04-06","1年","4.73470"
"2011-04-06","14天","2.89960"
"2011-04-06","6个月","4.52440"
"2011-04-06","90天","4.22930"
"2011-04-06","9个月","4.65730"
"2011-04-06","1天","1.78290"
"2011-04-07","1天","1.77170"
"2011-04-07","30天","3.51090"
"2011-04-07","7天","2.06250"
"2011-04-07","1年","4.76150"
"2011-04-07","90天","4.24910"
"2011-04-07","9个月","4.67140"
"2011-04-07","14天","2.90750"
"2011-04-07","6个月","4.54870"
"2011-04-08","14天","2.89720"
"2011-04-08","9个月","4.69010"
"2011-04-08","1天","1.76630"
"2011-04-08","90天","4.25310"
"2011-04-08","1年","4.78090"
"2011-04-08","7天","2.46920"
"2011-04-08","6个月","4.55980"
"2011-04-08","30天","3.52170"
"2011-04-11","30天","3.51280"
"2011-04-11","90天","4.25220"
"2011-04-11","1年","4.78290"
"2011-04-11","9个月","4.69330"
"2011-04-11","1天","1.75710"
"2011-04-11","6个月","4.56090"
"2011-04-11","7天","1.99380"
"2011-04-11","14天","2.58340"
"2011-04-12","14天","2.52670"
"2011-04-12","6个月","4.56360"
"2011-04-12","90天","4.24800"
"2011-04-12","9个月","4.69720"
"2011-04-12","1年","4.78710"
"2011-04-12","30天","3.51320"
"2011-04-12","7天","1.95170"
"2011-04-12","1天","1.74520"
"2011-04-13","14天","2.48920"
"2011-04-13","6个月","4.57300"
"2011-04-13","1年","4.78990"
"2011-04-13","30天","3.49760"
"2011-04-13","9个月","4.70210"
