期权代码,交易代码,期权简称,标的代码,类型,认购/认沽,行权方式,行权价,合约单位,到期月份,上市日,到期日,行权日,行权交收日,上市首日参考价,挂牌原因,结算方式,交易状态
10000892,510050P1712A02250,50ETF沽2017年12月2209A,510050.SH,ETF期权,认沽,欧式,2.209,10185,2017-12,2017-04-27,2017-12-27,2017-12-27,2017-12-28,0.0284,到期加挂,实物资产,退市
10000893,510050P1712A02300,50ETF沽2017年12月2258A,510050.SH,ETF期权,认沽,欧式,2.258,10185,2017-12,2017-04-27,2017-12-27,2017-12-27,2017-12-28,0.0482,到期加挂,实物资产,退市
10000894,510050P1712A02350,50ETF沽2017年12月2307A,510050.SH,ETF期权,认沽,欧式,2.307,10185,2017-12,2017-04-27,2017-12-27,2017-12-27,2017-12-28,0.0756,到期加挂,实物资产,退市
10000895,510050P1712A02400,50ETF沽2017年12月2356A,510050.SH,ETF期权,认沽,欧式,2.356,10185,2017-12,2017-04-27,2017-12-27,2017-12-27,2017-12-28,0.1076,到期加挂,实物资产,退市
10000896,510050P1712A02450,50ETF沽2017年12月2405A,510050.SH,ETF期权,认沽,欧式,2.405,10185,2017-12,2017-04-27,2017-12-27,2017-12-27,2017-12-28,0.1426,到期加挂,实物资产,退市
10000897,510050C1712A02200,50ETF购2017年12月2160A,510050.SH,ETF期权,认购,欧式,2.16,10185,2017-12,2017-05-05,2017-12-27,2017-12-27,2017-12-28,0.162,波动加挂,实物资产,退市
10000898,510050P1712A02200,50ETF沽2017年12月2160A,510050.SH,ETF期权,认沽,欧式,2.16,10185,2017-12,2017-05-05,2017-12-27,2017-12-27,2017-12-28,0.0133,波动加挂,实物资产,退市
10000899,510050C1712A02500,50ETF购2017年12月2455A,510050.SH,ETF期权,认购,欧式,2.455,10185,2017-12,2017-05-17,2017-12-27,2017-12-27,2017-12-28,0.0159,波动加挂,实物资产,退市
10000900,510050P1712A02500,50ETF沽2017年12月2455A,510050.SH,ETF期权,认沽,欧式,2.455,10185,2017-12,2017-05-17,2017-12-27,2017-12-27,2017-12-28,0.1357,波动加挂,实物资产,退市
10000901,510050C1707M02300,50ETF购2017年7月2300,510050.SH,ETF期权,认购,欧式,2.3,10000,2017-07,2017-05-25,2017-07-26,2017-07-26,2017-07-27,0.1043,到期加挂,实物资产,退市
10000902,510050C1707M02350,50ETF购2017年7月2350,510050.SH,ETF期权,认购,欧式,2.35,10000,2017-07,2017-05-25,2017-07-26,2017-07-26,2017-07-27,0.061,到期加挂,实物资产,退市
10000903,510050C1707M02400,50ETF购2017年7月2400,510050.SH,ETF期权,认购,欧式,2.4,10000,2017-07,2017-05-25,2017-07-26,2017-07-26,2017-07-27,0.0285,到期加挂,实物资产,退市
10000904,510050C1707M02450,50ETF购2017年7月2450,510050.SH,ETF期权,认购,欧式,2.45,10000,2017-07,2017-05-25,2017-07-26,2017-07-26,2017-07-27,0.014,到期加挂,实物资产,退市
10000905,510050C1707M02500,50ETF购2017年7月2500,510050.SH,ETF期权,认购,欧式,2.5,10000,2017-07,2017-05-25,2017-07-26,2017-07-26,2017-07-27,0.0064,到期加挂,实物资产,退市
10000906,510050P1707M02300,50ETF沽2017年7月2300,510050.SH,ETF期权,认沽,欧式,2.3,10000,2017-07,2017-05-25,2017-07-26,2017-07-26,2017-07-27,0.0063,到期加挂,实物资产,退市
10000907,510050P1707M02350,50ETF沽2017年7月2350,510050.SH,ETF期权,认沽,欧式,2.35,10000,2017-07,2017-05-25,2017-07-26,2017-07-26,2017-07-27,0.0176,到期加挂,实物资产,退市
10000908,510050P1707M02400,50ETF沽2017年7月2400,510050.SH,ETF期权,认沽,欧式,2.4,10000,2017-07,2017-05-25,2017-07-26,2017-07-26,2017-07-27,0.0389,到期加挂,实物资产,退市
10000909,510050P1707M02450,50ETF沽2017年7月2450,510050.SH,ETF期权,认沽,欧式,2.45,10000,2017-07,2017-05-25,2017-07-26,2017-07-26,2017-07-27,0.0744,到期加挂,实物资产,退市
10000910,510050P1707M02500,50ETF沽2017年7月2500,510050.SH,ETF期权,认沽,欧式,2.5,10000,2017-07,2017-05-25,2017-07-26,2017-07-26,2017-07-27,0.1187,到期加挂,实物资产,退市
10000911,510050C1707M02550,50ETF购2017年7月2550,510050.SH,ETF期权,认购,欧式,2.55,10000,2017-07,2017-05-26,2017-07-26,2017-07-26,2017-07-27,0.0152,波动加挂,实物资产,退市
10000912,510050P1707M02550,50ETF沽2017年7月2550,510050.SH,ETF期权,认沽,欧式,2.55,10000,2017-07,2017-05-26,2017-07-26,2017-07-26,2017-07-27,0.1008,波动加挂,实物资产,退市
10000913,510050C1709M02550,50ETF购2017年9月2550,510050.SH,ETF期权,认购,欧式,2.55,10000,2017-09,2017-05-26,2017-09-27,2017-09-27,2017-09-28,0.0327,波动加挂,实物资产,退市
10000914,510050P1709M02550,50ETF沽2017年9月2550,510050.SH,ETF期权,认沽,欧式,2.55,10000,2017-09,2017-05-26,2017-09-27,2017-09-27,2017-09-28,0.1157,波动加挂,实物资产,退市
10000915,510050C1712A02550,50ETF购2017年12月2504A,510050.SH,ETF期权,认购,欧式,2.504,10185,2017-12,2017-05-26,2017-12-27,2017-12-27,2017-12-28,0.0514,波动加挂,实物资产,退市
10000916,510050P1712A02550,50ETF沽2017年12月2504A,510050.SH,ETF期权,认沽,欧式,2.504,10185,2017-12,2017-05-26,2017-12-27,2017-12-27,2017-12-28,0.1339,波动加挂,实物资产,退市
10000917,510050C1706M02600,50ETF购2017年6月2600,510050.SH,ETF期权,认购,欧式,2.6,10000,2017-06,2017-06-01,2017-06-28,2017-06-28,2017-06-29,0.0028,波动加挂,实物资产,退市
10000918,510050P1706M02600,50ETF沽2017年6月2600,510050.SH,ETF期权,认沽,欧式,2.6,10000,2017-06,2017-06-01,2017-06-28,2017-06-28,2017-06-29,0.127,波动加挂,实物资产,退市
10000919,510050C1707M02600,50ETF购2017年7月2600,510050.SH,ETF期权,认购,欧式,2.6,10000,2017-07,2017-06-01,2017-07-26,2017-07-26,2017-07-27,0.0081,波动加挂,实物资产,退市
10000920,510050P1707M02600,50ETF沽2017年7月2600,510050.SH,ETF期权,认沽,欧式,2.6,10000,2017-07,2017-06-01,2017-07-26,2017-07-26,2017-07-27,0.1304,波动加挂,实物资产,退市
10000921,510050C1709M02600,50ETF购2017年9月2600,510050.SH,ETF期权,认购,欧式,2.6,10000,2017-09,2017-06-01,2017-09-27,2017-09-27,2017-09-28,0.0205,波动加挂,实物资产,退市
10000922,510050P1709M02600,50ETF沽2017年9月2600,510050.SH,ETF期权,认沽,欧式,2.6,10000,2017-09,2017-06-01,2017-09-27,2017-09-27,2017-09-28,0.1419,波动加挂,实物资产,退市
10000923,510050C1712A02600,50ETF购2017年12月2553A,510050.SH,ETF期权,认购,欧式,2.553,10185,2017-12,2017-06-01,2017-12-27,2017-12-27,2017-12-28,0.0399,波动加挂,实物资产,退市
10000924,510050P1712A02600,50ETF沽2017年12月2553A,510050.SH,ETF期权,认沽,欧式,2.553,10185,2017-12,2017-06-01,2017-12-27,2017-12-27,2017-12-28,0.1554,波动加挂,实物资产,退市
10000925,510050C1706M02650,50ETF购2017年6月2650,510050.SH,ETF期权,认购,欧式,2.65,10000,2017-06,2017-06-26,2017-06-28,2017-06-28,2017-06-29,0.0001,波动加挂,实物资产,退市
10000926,510050P1706M02650,50ETF沽2017年6月2650,510050.SH,ETF期权,认沽,欧式,2.65,10000,2017-06,2017-06-26,2017-06-28,2017-06-28,2017-06-29,0.107,波动加挂,实物资产,退市
10000927,510050C1707M02650,50ETF购2017年7月2650,510050.SH,ETF期权,认购,欧式,2.65,10000,2017-07,2017-06-26,2017-07-26,2017-07-26,2017-07-27,0.0088,波动加挂,实物资产,退市
10000928,510050P1707M02650,50ETF沽2017年7月2650,510050.SH,ETF期权,认沽,欧式,2.65,10000,2017-07,2017-06-26,2017-07-26,2017-07-26,2017-07-27,0.1163,波动加挂,实物资产,退市
10000929,510050C1709M02650,50ETF购2017年9月2650,510050.SH,ETF期权,认购,欧式,2.65,10000,2017-09,2017-06-26,2017-09-27,2017-09-27,2017-09-28,0.0355,波动加挂,实物资产,退市
10000930,510050P1709M02650,50ETF沽2017年9月2650,510050.SH,ETF期权,认沽,欧式,2.65,10000,2017-09,2017-06-26,2017-09-27,2017-09-27,2017-09-28,0.1366,波动加挂,实物资产,退市
10000931,510050C1712A02650,50ETF购2017年12月2602A,510050.SH,ETF期权,认购,欧式,2.602,10185,2017-12,2017-06-26,2017-12-27,2017-12-27,2017-12-28,0.0712,波动加挂,实物资产,退市
10000932,510050P1712A02650,50ETF沽2017年12月2602A,510050.SH,ETF期权,认沽,欧式,2.602,10185,2017-12,2017-06-26,2017-12-27,2017-12-27,2017-12-28,0.1619,波动加挂,实物资产,退市
10000933,510050C1708M02450,50ETF购2017年8月2450,510050.SH,ETF期权,认购,欧式,2.45,10000,2017-08,2017-06-29,2017-08-23,2017-08-23,2017-08-24,0.1193,到期加挂,实物资产,退市
10000934,510050C1708M02500,50ETF购2017年8月2500,510050.SH,ETF期权,认购,欧式,2.5,10000,2017-08,2017-06-29,2017-08-23,2017-08-23,2017-08-24,0.0847,到期加挂,实物资产,退市
10000935,510050C1708M02550,50ETF购2017年8月2550,510050.SH,ETF期权,认购,欧式,2.55,10000,2017-08,2017-06-29,2017-08-23,2017-08-23,2017-08-24,0.0587,到期加挂,实物资产,退市
10000936,510050C1708M02600,50ETF购2017年8月2600,510050.SH,ETF期权,认购,欧式,2.6,10000,2017-08,2017-06-29,2017-08-23,2017-08-23,2017-08-24,0.0398,到期加挂,实物资产,退市
10000937,510050C1708M02650,50ETF购2017年8月2650,510050.SH,ETF期权,认购,欧式,2.65,10000,2017-08,2017-06-29,2017-08-23,2017-08-23,2017-08-24,0.0257,到期加挂,实物资产,退市
10000938,510050P1708M02450,50ETF沽2017年8月2450,510050.SH,ETF期权,认沽,欧式,2.45,10000,2017-08,2017-06-29,2017-08-23,2017-08-23,2017-08-24,0.02,到期加挂,实物资产,退市
10000939,510050P1708M02500,50ETF沽2017年8月2500,510050.SH,ETF期权,认沽,欧式,2.5,10000,2017-08,2017-06-29,2017-08-23,2017-08-23,2017-08-24,0.037,到期加挂,实物资产,退市
10000940,510050P1708M02550,50ETF沽2017年8月2550,510050.SH,ETF期权,认沽,欧式,2.55,10000,2017-08,2017-06-29,2017-08-23,2017-08-23,2017-08-24,0.06,到期加挂,实物资产,退市
10000941,510050P1708M02600,50ETF沽2017年8月2600,510050.SH,ETF期权,认沽,欧式,2.6,10000,2017-08,2017-06-29,2017-08-23,2017-08-23,2017-08-24,0.09,到期加挂,实物资产,退市
10000942,510050P1708M02650,50ETF沽2017年8月2650,510050.SH,ETF期权,认沽,欧式,2.65,10000,2017-08,2017-06-29,2017-08-23,2017-08-23,2017-08-24,0.126,到期加挂,实物资产,退市
10000943,510050C1708M02400,50ETF购2017年8月2400,510050.SH,ETF期权,认购,欧式,2.4,10000,2017-08,2017-07-05,2017-08-23,2017-08-23,2017-08-24,0.1324,波动加挂,实物资产,退市
10000944,510050P1708M02400,50ETF沽2017年8月2400,510050.SH,ETF期权,认沽,欧式,2.4,10000,2017-08,2017-07-05,2017-08-23,2017-08-23,2017-08-24,0.0077,波动加挂,实物资产,退市
10000945,510050C1707M02700,50ETF购2017年7月2700,510050.SH,ETF期权,认购,欧式,2.7,10000,2017-07,2017-07-11,2017-07-26,2017-07-26,2017-07-27,0.0021,波动加挂,实物资产,退市
10000946,510050P1707M02700,50ETF沽2017年7月2700,510050.SH,ETF期权,认沽,欧式,2.7,10000,2017-07,2017-07-11,2017-07-26,2017-07-26,2017-07-27,0.1271,波动加挂,实物资产,退市
10000947,510050C1708M02700,50ETF购2017年8月2700,510050.SH,ETF期权,认购,欧式,2.7,10000,2017-08,2017-07-11,2017-08-23,2017-08-23,2017-08-24,0.0127,波动加挂,实物资产,退市
10000948,510050P1708M02700,50ETF沽2017年8月2700,510050.SH,ETF期权,认沽,欧式,2.7,10000,2017-08,2017-07-11,2017-08-23,2017-08-23,2017-08-24,0.1374,波动加挂,实物资产,退市
10000949,510050C1709M02700,50ETF购2017年9月2700,510050.SH,ETF期权,认购,欧式,2.7,10000,2017-09,2017-07-11,2017-09-27,2017-09-27,2017-09-28,0.0269,波动加挂,实物资产,退市
10000950,510050P1709M02700,50ETF沽2017年9月2700,510050.SH,ETF期权,认沽,欧式,2.7,10000,2017-09,2017-07-11,2017-09-27,2017-09-27,2017-09-28,0.1515,波动加挂,实物资产,退市
10000951,510050C1712A02700,50ETF购2017年12月2651A,510050.SH,ETF期权,认购,欧式,2.651,10185,2017-12,2017-07-11,2017-12-27,2017-12-27,2017-12-28,0.0554,波动加挂,实物资产,退市
10000952,510050P1712A02700,50ETF沽2017年12月2651A,510050.SH,ETF期权,认沽,欧式,2.651,10185,2017-12,2017-07-11,2017-12-27,2017-12-27,2017-12-28,0.1748,波动加挂,实物资产,退市
10000953,510050C1707M02750,50ETF购2017年7月2750,510050.SH,ETF期权,认购,欧式,2.75,10000,2017-07,2017-07-14,2017-07-26,2017-07-26,2017-07-27,0.0018,波动加挂,实物资产,退市
10000954,510050P1707M02750,50ETF沽2017年7月2750,510050.SH,ETF期权,认沽,欧式,2.75,10000,2017-07,2017-07-14,2017-07-26,2017-07-26,2017-07-27,0.1156,波动加挂,实物资产,退市
10000955,510050C1708M02750,50ETF购2017年8月2750,510050.SH,ETF期权,认购,欧式,2.75,10000,2017-08,2017-07-14,2017-08-23,2017-08-23,2017-08-24,0.0155,波动加挂,实物资产,退市
10000956,510050P1708M02750,50ETF沽2017年8月2750,510050.SH,ETF期权,认沽,欧式,2.75,10000,2017-08,2017-07-14,2017-08-23,2017-08-23,2017-08-24,0.1297,波动加挂,实物资产,退市
10000957,510050C1709M02750,50ETF购2017年9月2750,510050.SH,ETF期权,认购,欧式,2.75,10000,2017-09,2017-07-14,2017-09-27,2017-09-27,2017-09-28,0.032,波动加挂,实物资产,退市
10000958,510050P1709M02750,50ETF沽2017年9月2750,510050.SH,ETF期权,认沽,欧式,2.75,10000,2017-09,2017-07-14,2017-09-27,2017-09-27,2017-09-28,0.1464,波动加挂,实物资产,退市
10000959,510050C1712A02750,50ETF购2017年12月2700A,510050.SH,ETF期权,认购,欧式,2.7,10185,2017-12,2017-07-14,2017-12-27,2017-12-27,2017-12-28,0.0691,波动加挂,实物资产,退市
10000960,510050P1712A02750,50ETF沽2017年12月2700A,510050.SH,ETF期权,认沽,欧式,2.7,10185,2017-12,2017-07-14,2017-12-27,2017-12-27,2017-12-28,0.1765,波动加挂,实物资产,退市
10000961,510050C1707M02800,50ETF购2017年7月2800,510050.SH,ETF期权,认购,欧式,2.8,10000,2017-07,2017-07-20,2017-07-26,2017-07-26,2017-07-27,0.002,波动加挂,实物资产,退市
10000962,510050P1707M02800,50ETF沽2017年7月2800,510050.SH,ETF期权,认沽,欧式,2.8,10000,2017-07,2017-07-20,2017-07-26,2017-07-26,2017-07-27,0.0992,波动加挂,实物资产,退市
10000963,510050C1708M02800,50ETF购2017年8月2800,510050.SH,ETF期权,认购,欧式,2.8,10000,2017-08,2017-07-20,2017-08-23,2017-08-23,2017-08-24,0.0242,波动加挂,实物资产,退市
10000964,510050P1708M02800,50ETF沽2017年8月2800,510050.SH,ETF期权,认沽,欧式,2.8,10000,2017-08,2017-07-20,2017-08-23,2017-08-23,2017-08-24,0.1184,波动加挂,实物资产,退市
10000965,510050C1709M02800,50ETF购2017年9月2800,510050.SH,ETF期权,认购,欧式,2.8,10000,2017-09,2017-07-20,2017-09-27,2017-09-27,2017-09-28,0.0465,波动加挂,实物资产,退市
10000966,510050P1709M02800,50ETF沽2017年9月2800,510050.SH,ETF期权,认沽,欧式,2.8,10000,2017-09,2017-07-20,2017-09-27,2017-09-27,2017-09-28,0.14,波动加挂,实物资产,退市
10000967,510050C1712A02800,50ETF购2017年12月2749A,510050.SH,ETF期权,认购,欧式,2.749,10185,2017-12,2017-07-20,2017-12-27,2017-12-27,2017-12-28,0.0921,波动加挂,实物资产,退市
10000968,510050P1712A02800,50ETF沽2017年12月2749A,510050.SH,ETF期权,认沽,欧式,2.749,10185,2017-12,2017-07-20,2017-12-27,2017-12-27,2017-12-28,0.173,波动加挂,实物资产,退市
10000969,510050C1803A02600,50ETF购2018年3月2553A,510050.SH,ETF期权,认购,欧式,2.553,10185,2018-03,2017-07-27,2018-03-28,2018-03-28,2018-03-29,0.2064,到期加挂,实物资产,退市
10000970,510050C1803A02650,50ETF购2018年3月2602A,510050.SH,ETF期权,认购,欧式,2.602,10185,2018-03,2017-07-27,2018-03-28,2018-03-28,2018-03-29,0.1788,到期加挂,实物资产,退市
10000971,510050C1803A02700,50ETF购2018年3月2651A,510050.SH,ETF期权,认购,欧式,2.651,10185,2018-03,2017-07-27,2018-03-28,2018-03-28,2018-03-29,0.1535,到期加挂,实物资产,退市
10000972,510050C1803A02750,50ETF购2018年3月2700A,510050.SH,ETF期权,认购,欧式,2.7,10185,2018-03,2017-07-27,2018-03-28,2018-03-28,2018-03-29,0.1316,到期加挂,实物资产,退市
10000973,510050C1803A02800,50ETF购2018年3月2749A,510050.SH,ETF期权,认购,欧式,2.749,10185,2018-03,2017-07-27,2018-03-28,2018-03-28,2018-03-29,0.1128,到期加挂,实物资产,退市
10000974,510050P1803A02600,50ETF沽2018年3月2553A,510050.SH,ETF期权,认沽,欧式,2.553,10185,2018-03,2017-07-27,2018-03-28,2018-03-28,2018-03-29,0.091,到期加挂,实物资产,退市
10000975,510050P1803A02650,50ETF沽2018年3月2602A,510050.SH,ETF期权,认沽,欧式,2.602,10185,2018-03,2017-07-27,2018-03-28,2018-03-28,2018-03-29,0.1114,到期加挂,实物资产,退市
10000976,510050P1803A02700,50ETF沽2018年3月2651A,510050.SH,ETF期权,认沽,欧式,2.651,10185,2018-03,2017-07-27,2018-03-28,2018-03-28,2018-03-29,0.1354,到期加挂,实物资产,退市
10000977,510050P1803A02750,50ETF沽2018年3月2700A,510050.SH,ETF期权,认沽,欧式,2.7,10185,2018-03,2017-07-27,2018-03-28,2018-03-28,2018-03-29,0.1627,到期加挂,实物资产,退市
10000978,510050P1803A02800,50ETF沽2018年3月2749A,510050.SH,ETF期权,认沽,欧式,2.749,10185,2018-03,2017-07-27,2018-03-28,2018-03-28,2018-03-29,0.1919,到期加挂,实物资产,退市
10000979,510050C1708M02850,50ETF购2017年8月2850,510050.SH,ETF期权,认购,欧式,2.85,10000,2017-08,2017-08-03,2017-08-23,2017-08-23,2017-08-24,0.0089,波动加挂,实物资产,退市
10000980,510050P1708M02850,50ETF沽2017年8月2850,510050.SH,ETF期权,认沽,欧式,2.85,10000,2017-08,2017-08-03,2017-08-23,2017-08-23,2017-08-24,0.1236,波动加挂,实物资产,退市
10000981,510050C1709M02850,50ETF购2017年9月2850,510050.SH,ETF期权,认购,欧式,2.85,10000,2017-09,2017-08-03,2017-09-27,2017-09-27,2017-09-28,0.0315,波动加挂,实物资产,退市
10000982,510050P1709M02850,50ETF沽2017年9月2850,510050.SH,ETF期权,认沽,欧式,2.85,10000,2017-09,2017-08-03,2017-09-27,2017-09-27,2017-09-28,0.1343,波动加挂,实物资产,退市
10000983,510050C1712A02850,50ETF购2017年12月2798A,510050.SH,ETF期权,认购,欧式,2.798,10185,2017-12,2017-08-03,2017-12-27,2017-12-27,2017-12-28,0.0757,波动加挂,实物资产,退市
10000984,510050P1712A02850,50ETF沽2017年12月2798A,510050.SH,ETF期权,认沽,欧式,2.798,10185,2017-12,2017-08-03,2017-12-27,2017-12-27,2017-12-28,0.165,波动加挂,实物资产,退市
10000985,510050C1803A02850,50ETF购2018年3月2798A,510050.SH,ETF期权,认购,欧式,2.798,10185,2018-03,2017-08-03,2018-03-28,2018-03-28,2018-03-29,0.1123,波动加挂,实物资产,退市
10000986,510050P1803A02850,50ETF沽2018年3月2798A,510050.SH,ETF期权,认沽,欧式,2.798,10185,2018-03,2017-08-03,2018-03-28,2018-03-28,2018-03-29,0.1855,波动加挂,实物资产,退市
10000987,510050C1803A02550,50ETF购2018年3月2504A,510050.SH,ETF期权,认购,欧式,2.504,10185,2018-03,2017-08-07,2018-03-28,2018-03-28,2018-03-29,0.2254,波动加挂,实物资产,退市
10000988,510050P1803A02550,50ETF沽2018年3月2504A,510050.SH,ETF期权,认沽,欧式,2.504,10185,2018-03,2017-08-07,2018-03-28,2018-03-28,2018-03-29,0.0575,波动加挂,实物资产,退市
10000989,510050C1803A02500,50ETF购2018年3月2455A,510050.SH,ETF期权,认购,欧式,2.455,10185,2018-03,2017-08-14,2018-03-28,2018-03-28,2018-03-29,0.2028,波动加挂,实物资产,退市
10000990,510050P1803A02500,50ETF沽2018年3月2455A,510050.SH,ETF期权,认沽,欧式,2.455,10185,2018-03,2017-08-14,2018-03-28,2018-03-28,2018-03-29,0.0535,波动加挂,实物资产,退市
10000991,510050C1710M02600,50ETF购2017年10月2600,510050.SH,ETF期权,认购,欧式,2.6,10000,2017-10,2017-08-24,2017-10-25,2017-10-25,2017-10-26,0.1342,到期加挂,实物资产,退市
10000992,510050C1710M02650,50ETF购2017年10月2650,510050.SH,ETF期权,认购,欧式,2.65,10000,2017-10,2017-08-24,2017-10-25,2017-10-25,2017-10-26,0.0974,到期加挂,实物资产,退市
10000993,510050C1710M02700,50ETF购2017年10月2700,510050.SH,ETF期权,认购,欧式,2.7,10000,2017-10,2017-08-24,2017-10-25,2017-10-25,2017-10-26,0.0674,到期加挂,实物资产,退市
10000994,510050C1710M02750,50ETF购2017年10月2750,510050.SH,ETF期权,认购,欧式,2.75,10000,2017-10,2017-08-24,2017-10-25,2017-10-25,2017-10-26,0.0446,到期加挂,实物资产,退市
10000995,510050C1710M02800,50ETF购2017年10月2800,510050.SH,ETF期权,认购,欧式,2.8,10000,2017-10,2017-08-24,2017-10-25,2017-10-25,2017-10-26,0.0287,到期加挂,实物资产,退市
10000996,510050P1710M02600,50ETF沽2017年10月2600,510050.SH,ETF期权,认沽,欧式,2.6,10000,2017-10,2017-08-24,2017-10-25,2017-10-25,2017-10-26,0.0162,到期加挂,实物资产,退市
10000997,510050P1710M02650,50ETF沽2017年10月2650,510050.SH,ETF期权,认沽,欧式,2.65,10000,2017-10,2017-08-24,2017-10-25,2017-10-25,2017-10-26,0.0287,到期加挂,实物资产,退市
10000998,510050P1710M02700,50ETF沽2017年10月2700,510050.SH,ETF期权,认沽,欧式,2.7,10000,2017-10,2017-08-24,2017-10-25,2017-10-25,2017-10-26,0.0481,到期加挂,实物资产,退市
10000999,510050P1710M02750,50ETF沽2017年10月2750,510050.SH,ETF期权,认沽,欧式,2.75,10000,2017-10,2017-08-24,2017-10-25,2017-10-25,2017-10-26,0.0768,到期加挂,实物资产,退市
10001000,510050P1710M02800,50ETF沽2017年10月2800,510050.SH,ETF期权,认沽,欧式,2.8,10000,2017-10,2017-08-24,2017-10-25,2017-10-25,2017-10-26,0.1097,到期加挂,实物资产,退市
10001001,510050C1710M02850,50ETF购2017年10月2850,510050.SH,ETF期权,认购,欧式,2.85,10000,2017-10,2017-08-28,2017-10-25,2017-10-25,2017-10-26,0.0322,波动加挂,实物资产,退市
10001002,510050P1710M02850,50ETF沽2017年10月2850,510050.SH,ETF期权,认沽,欧式,2.85,10000,2017-10,2017-08-28,2017-10-25,2017-10-25,2017-10-26,0.1086,波动加挂,实物资产,退市
10001003,510050C1709M02900,50ETF购2017年9月2900,510050.SH,ETF期权,认购,欧式,2.9,10000,2017-09,2017-08-29,2017-09-27,2017-09-27,2017-09-28,0.0139,波动加挂,实物资产,退市
10001004,510050P1709M02900,50ETF沽2017年9月2900,510050.SH,ETF期权,认沽,欧式,2.9,10000,2017-09,2017-08-29,2017-09-27,2017-09-27,2017-09-28,0.1188,波动加挂,实物资产,退市
10001005,510050C1710M02900,50ETF购2017年10月2900,510050.SH,ETF期权,认购,欧式,2.9,10000,2017-10,2017-08-29,2017-10-25,2017-10-25,2017-10-26,0.0293,波动加挂,实物资产,退市
10001006,510050P1710M02900,50ETF沽2017年10月2900,510050.SH,ETF期权,认沽,欧式,2.9,10000,2017-10,2017-08-29,2017-10-25,2017-10-25,2017-10-26,0.1258,波动加挂,实物资产,退市
10001007,510050C1712A02900,50ETF购2017年12月2847A,510050.SH,ETF期权,认购,欧式,2.847,10185,2017-12,2017-08-29,2017-12-27,2017-12-27,2017-12-28,0.0692,波动加挂,实物资产,退市
10001008,510050P1712A02900,50ETF沽2017年12月2847A,510050.SH,ETF期权,认沽,欧式,2.847,10185,2017-12,2017-08-29,2017-12-27,2017-12-27,2017-12-28,0.1508,波动加挂,实物资产,退市
10001009,510050C1803A02900,50ETF购2018年3月2847A,510050.SH,ETF期权,认购,欧式,2.847,10185,2018-03,2017-08-29,2018-03-28,2018-03-28,2018-03-29,0.1167,波动加挂,实物资产,退市
10001010,510050P1803A02900,50ETF沽2018年3月2847A,510050.SH,ETF期权,认沽,欧式,2.847,10185,2018-03,2017-08-29,2018-03-28,2018-03-28,2018-03-29,0.175,波动加挂,实物资产,退市
10001011,510050C1711M02600,50ETF购2017年11月2600,510050.SH,ETF期权,认购,欧式,2.6,10000,2017-11,2017-09-28,2017-11-22,2017-11-22,2017-11-23,0.1493,到期加挂,实物资产,退市
10001012,510050C1711M02650,50ETF购2017年11月2650,510050.SH,ETF期权,认购,欧式,2.65,10000,2017-11,2017-09-28,2017-11-22,2017-11-22,2017-11-23,0.1063,到期加挂,实物资产,退市
10001013,510050C1711M02700,50ETF购2017年11月2700,510050.SH,ETF期权,认购,欧式,2.7,10000,2017-11,2017-09-28,2017-11-22,2017-11-22,2017-11-23,0.0726,到期加挂,实物资产,退市
10001014,510050C1711M02750,50ETF购2017年11月2750,510050.SH,ETF期权,认购,欧式,2.75,10000,2017-11,2017-09-28,2017-11-22,2017-11-22,2017-11-23,0.0484,到期加挂,实物资产,退市
10001015,510050C1711M02800,50ETF购2017年11月2800,510050.SH,ETF期权,认购,欧式,2.8,10000,2017-11,2017-09-28,2017-11-22,2017-11-22,2017-11-23,0.0324,到期加挂,实物资产,退市
10001016,510050P1711M02600,50ETF沽2017年11月2600,510050.SH,ETF期权,认沽,欧式,2.6,10000,2017-11,2017-09-28,2017-11-22,2017-11-22,2017-11-23,0.0099,到期加挂,实物资产,退市
10001017,510050P1711M02650,50ETF沽2017年11月2650,510050.SH,ETF期权,认沽,欧式,2.65,10000,2017-11,2017-09-28,2017-11-22,2017-11-22,2017-11-23,0.0181,到期加挂,实物资产,退市
10001018,510050P1711M02700,50ETF沽2017年11月2700,510050.SH,ETF期权,认沽,欧式,2.7,10000,2017-11,2017-09-28,2017-11-22,2017-11-22,2017-11-23,0.034,到期加挂,实物资产,退市
10001019,510050P1711M02750,50ETF沽2017年11月2750,510050.SH,ETF期权,认沽,欧式,2.75,10000,2017-11,2017-09-28,2017-11-22,2017-11-22,2017-11-23,0.0601,到期加挂,实物资产,退市
10001020,510050P1711M02800,50ETF沽2017年11月2800,510050.SH,ETF期权,认沽,欧式,2.8,10000,2017-11,2017-09-28,2017-11-22,2017-11-22,2017-11-23,0.0936,到期加挂,实物资产,退市
10001021,510050C1711M02850,50ETF购2017年11月2850,510050.SH,ETF期权,认购,欧式,2.85,10000,2017-11,2017-10-09,2017-11-22,2017-11-22,2017-11-23,0.0213,波动加挂,实物资产,退市
10001022,510050P1711M02850,50ETF沽2017年11月2850,510050.SH,ETF期权,认沽,欧式,2.85,10000,2017-11,2017-10-09,2017-11-22,2017-11-22,2017-11-23,0.124,波动加挂,实物资产,退市
10001023,510050C1711M02900,50ETF购2017年11月2900,510050.SH,ETF期权,认购,欧式,2.9,10000,2017-11,2017-10-17,2017-11-22,2017-11-22,2017-11-23,0.0083,波动加挂,实物资产,退市
