期权代码,交易代码,期权简称,标的代码,类型,认购/认沽,行权方式,行权价,合约单位,到期月份,上市日,到期日,行权日,行权交收日,上市首日参考价,挂牌原因,结算方式,交易状态
10001898,510050P1908M03000,50ETF沽2019年8月3000,510050.SH,ETF期权,认沽,欧式,3.0,10000,2019-08,2019-06-27,2019-08-28,2019-08-28,2019-08-29,0.1625,到期加挂,实物资产,退市
10001899,510050P1908M03100,50ETF沽2019年8月3100,510050.SH,ETF期权,认沽,欧式,3.1,10000,2019-08,2019-06-27,2019-08-28,2019-08-28,2019-08-29,0.2314,到期加挂,实物资产,退市
10001900,510050P1908M03200,50ETF沽2019年8月3200,510050.SH,ETF期权,认沽,欧式,3.2,10000,2019-08,2019-06-27,2019-08-28,2019-08-28,2019-08-29,0.3095,到期加挂,实物资产,退市
10001901,510050C1908M03300,50ETF购2019年8月3300,510050.SH,ETF期权,认购,欧式,3.3,10000,2019-08,2019-06-28,2019-08-28,2019-08-28,2019-08-29,0.0345,波动加挂,实物资产,退市
10001902,510050P1908M03300,50ETF沽2019年8月3300,510050.SH,ETF期权,认沽,欧式,3.3,10000,2019-08,2019-06-28,2019-08-28,2019-08-28,2019-08-29,0.3619,波动加挂,实物资产,退市
10001903,510050C1907M03400,50ETF购2019年7月3400,510050.SH,ETF期权,认购,欧式,3.4,10000,2019-07,2019-07-02,2019-07-24,2019-07-24,2019-07-25,0.0051,波动加挂,实物资产,退市
10001904,510050P1907M03400,50ETF沽2019年7月3400,510050.SH,ETF期权,认沽,欧式,3.4,10000,2019-07,2019-07-02,2019-07-24,2019-07-24,2019-07-25,0.38,波动加挂,实物资产,退市
10001905,510050C1908M03400,50ETF购2019年8月3400,510050.SH,ETF期权,认购,欧式,3.4,10000,2019-08,2019-07-02,2019-08-28,2019-08-28,2019-08-29,0.0245,波动加挂,实物资产,退市
10001906,510050P1908M03400,50ETF沽2019年8月3400,510050.SH,ETF期权,认沽,欧式,3.4,10000,2019-08,2019-07-02,2019-08-28,2019-08-28,2019-08-29,0.3872,波动加挂,实物资产,退市
10001907,510050C1912A03400,50ETF购2019年12月3345A,510050.SH,ETF期权,认购,欧式,3.345,10163,2019-12,2019-07-02,2019-12-25,2019-12-25,2019-12-26,0.0962,波动加挂,实物资产,退市
10001908,510050P1912A03400,50ETF沽2019年12月3345A,510050.SH,ETF期权,认沽,欧式,3.345,10163,2019-12,2019-07-02,2019-12-25,2019-12-25,2019-12-26,0.4318,波动加挂,实物资产,退市
10001909,510050C2003A02750,50ETF购2020年3月2706A,510050.SH,ETF期权,认购,欧式,2.706,10163,2020-03,2019-07-25,2020-03-25,2020-03-25,2020-03-26,0.3401,到期加挂,实物资产,退市
10001910,510050C2003A02800,50ETF购2020年3月2755A,510050.SH,ETF期权,认购,欧式,2.755,10163,2020-03,2019-07-25,2020-03-25,2020-03-25,2020-03-26,0.3085,到期加挂,实物资产,退市
10001911,510050C2003A02850,50ETF购2020年3月2804A,510050.SH,ETF期权,认购,欧式,2.804,10163,2020-03,2019-07-25,2020-03-25,2020-03-25,2020-03-26,0.2814,到期加挂,实物资产,退市
10001912,510050C2003A02900,50ETF购2020年3月2853A,510050.SH,ETF期权,认购,欧式,2.853,10163,2020-03,2019-07-25,2020-03-25,2020-03-25,2020-03-26,0.2542,到期加挂,实物资产,退市
10001913,510050C2003A02950,50ETF购2020年3月2903A,510050.SH,ETF期权,认购,欧式,2.903,10163,2020-03,2019-07-25,2020-03-25,2020-03-25,2020-03-26,0.2285,到期加挂,实物资产,退市
10001914,510050C2003A03000,50ETF购2020年3月2952A,510050.SH,ETF期权,认购,欧式,2.952,10163,2020-03,2019-07-25,2020-03-25,2020-03-25,2020-03-26,0.2063,到期加挂,实物资产,退市
10001915,510050C2003A03100,50ETF购2020年3月3050A,510050.SH,ETF期权,认购,欧式,3.05,10163,2020-03,2019-07-25,2020-03-25,2020-03-25,2020-03-26,0.167,到期加挂,实物资产,退市
10001916,510050C2003A03200,50ETF购2020年3月3149A,510050.SH,ETF期权,认购,欧式,3.149,10163,2020-03,2019-07-25,2020-03-25,2020-03-25,2020-03-26,0.1335,到期加挂,实物资产,退市
10001917,510050C2003A03300,50ETF购2020年3月3247A,510050.SH,ETF期权,认购,欧式,3.247,10163,2020-03,2019-07-25,2020-03-25,2020-03-25,2020-03-26,0.1078,到期加挂,实物资产,退市
10001918,510050P2003A02750,50ETF沽2020年3月2706A,510050.SH,ETF期权,认沽,欧式,2.706,10163,2020-03,2019-07-25,2020-03-25,2020-03-25,2020-03-26,0.0897,到期加挂,实物资产,退市
10001919,510050P2003A02800,50ETF沽2020年3月2755A,510050.SH,ETF期权,认沽,欧式,2.755,10163,2020-03,2019-07-25,2020-03-25,2020-03-25,2020-03-26,0.1089,到期加挂,实物资产,退市
10001920,510050P2003A02850,50ETF沽2020年3月2804A,510050.SH,ETF期权,认沽,欧式,2.804,10163,2020-03,2019-07-25,2020-03-25,2020-03-25,2020-03-26,0.1297,到期加挂,实物资产,退市
10001921,510050P2003A02900,50ETF沽2020年3月2853A,510050.SH,ETF期权,认沽,欧式,2.853,10163,2020-03,2019-07-25,2020-03-25,2020-03-25,2020-03-26,0.1516,到期加挂,实物资产,退市
10001922,510050P2003A02950,50ETF沽2020年3月2903A,510050.SH,ETF期权,认沽,欧式,2.903,10163,2020-03,2019-07-25,2020-03-25,2020-03-25,2020-03-26,0.1761,到期加挂,实物资产,退市
10001923,510050P2003A03000,50ETF沽2020年3月2952A,510050.SH,ETF期权,认沽,欧式,2.952,10163,2020-03,2019-07-25,2020-03-25,2020-03-25,2020-03-26,0.2024,到期加挂,实物资产,退市
10001924,510050P2003A03100,50ETF沽2020年3月3050A,510050.SH,ETF期权,认沽,欧式,3.05,10163,2020-03,2019-07-25,2020-03-25,2020-03-25,2020-03-26,0.2612,到期加挂,实物资产,退市
10001925,510050P2003A03200,50ETF沽2020年3月3149A,510050.SH,ETF期权,认沽,欧式,3.149,10163,2020-03,2019-07-25,2020-03-25,2020-03-25,2020-03-26,0.3253,到期加挂,实物资产,退市
10001926,510050P2003A03300,50ETF沽2020年3月3247A,510050.SH,ETF期权,认沽,欧式,3.247,10163,2020-03,2019-07-25,2020-03-25,2020-03-25,2020-03-26,0.3971,到期加挂,实物资产,退市
10001927,510050C2003A03400,50ETF购2020年3月3345A,510050.SH,ETF期权,认购,欧式,3.345,10163,2020-03,2019-07-26,2020-03-25,2020-03-25,2020-03-26,0.0745,波动加挂,实物资产,退市
10001928,510050P2003A03400,50ETF沽2020年3月3345A,510050.SH,ETF期权,认沽,欧式,3.345,10163,2020-03,2019-07-26,2020-03-25,2020-03-25,2020-03-26,0.4395,波动加挂,实物资产,退市
10001929,510050C2003A02700,50ETF购2020年3月2657A,510050.SH,ETF期权,认购,欧式,2.657,10163,2020-03,2019-08-05,2020-03-25,2020-03-25,2020-03-26,0.3099,波动加挂,实物资产,退市
10001930,510050P2003A02700,50ETF沽2020年3月2657A,510050.SH,ETF期权,认沽,欧式,2.657,10163,2020-03,2019-08-05,2020-03-25,2020-03-25,2020-03-26,0.0762,波动加挂,实物资产,退市
10001931,510050C1908M02650,50ETF购2019年8月2650,510050.SH,ETF期权,认购,欧式,2.65,10000,2019-08,2019-08-06,2019-08-28,2019-08-28,2019-08-29,0.1953,波动加挂,实物资产,退市
10001932,510050P1908M02650,50ETF沽2019年8月2650,510050.SH,ETF期权,认沽,欧式,2.65,10000,2019-08,2019-08-06,2019-08-28,2019-08-28,2019-08-29,0.0062,波动加挂,实物资产,退市
10001933,510050C2003A02650,50ETF购2020年3月2607A,510050.SH,ETF期权,认购,欧式,2.607,10163,2020-03,2019-08-06,2020-03-25,2020-03-25,2020-03-26,0.3065,波动加挂,实物资产,退市
10001934,510050P2003A02650,50ETF沽2020年3月2607A,510050.SH,ETF期权,认沽,欧式,2.607,10163,2020-03,2019-08-06,2020-03-25,2020-03-25,2020-03-26,0.075,波动加挂,实物资产,退市
10001935,510050C1908M02600,50ETF购2019年8月2600,510050.SH,ETF期权,认购,欧式,2.6,10000,2019-08,2019-08-07,2019-08-28,2019-08-28,2019-08-29,0.2128,波动加挂,实物资产,退市
10001936,510050P1908M02600,50ETF沽2019年8月2600,510050.SH,ETF期权,认沽,欧式,2.6,10000,2019-08,2019-08-07,2019-08-28,2019-08-28,2019-08-29,0.0067,波动加挂,实物资产,退市
10001937,510050C2003A02600,50ETF购2020年3月2558A,510050.SH,ETF期权,认购,欧式,2.558,10163,2020-03,2019-08-07,2020-03-25,2020-03-25,2020-03-26,0.3198,波动加挂,实物资产,退市
10001938,510050P2003A02600,50ETF沽2020年3月2558A,510050.SH,ETF期权,认沽,欧式,2.558,10163,2020-03,2019-08-07,2020-03-25,2020-03-25,2020-03-26,0.078,波动加挂,实物资产,退市
10001939,510050C1910M02700,50ETF购2019年10月2700,510050.SH,ETF期权,认购,欧式,2.7,10000,2019-10,2019-08-29,2019-10-23,2019-10-23,2019-10-24,0.2243,到期加挂,实物资产,退市
10001940,510050C1910M02750,50ETF购2019年10月2750,510050.SH,ETF期权,认购,欧式,2.75,10000,2019-10,2019-08-29,2019-10-23,2019-10-23,2019-10-24,0.1885,到期加挂,实物资产,退市
10001941,510050C1910M02800,50ETF购2019年10月2800,510050.SH,ETF期权,认购,欧式,2.8,10000,2019-10,2019-08-29,2019-10-23,2019-10-23,2019-10-24,0.1526,到期加挂,实物资产,退市
10001942,510050C1910M02850,50ETF购2019年10月2850,510050.SH,ETF期权,认购,欧式,2.85,10000,2019-10,2019-08-29,2019-10-23,2019-10-23,2019-10-24,0.1188,到期加挂,实物资产,退市
10001943,510050C1910M02900,50ETF购2019年10月2900,510050.SH,ETF期权,认购,欧式,2.9,10000,2019-10,2019-08-29,2019-10-23,2019-10-23,2019-10-24,0.091,到期加挂,实物资产,退市
10001944,510050C1910M02950,50ETF购2019年10月2950,510050.SH,ETF期权,认购,欧式,2.95,10000,2019-10,2019-08-29,2019-10-23,2019-10-23,2019-10-24,0.0678,到期加挂,实物资产,退市
10001945,510050C1910M03000,50ETF购2019年10月3000,510050.SH,ETF期权,认购,欧式,3.0,10000,2019-10,2019-08-29,2019-10-23,2019-10-23,2019-10-24,0.0494,到期加挂,实物资产,退市
10001946,510050C1910M03100,50ETF购2019年10月3100,510050.SH,ETF期权,认购,欧式,3.1,10000,2019-10,2019-08-29,2019-10-23,2019-10-23,2019-10-24,0.0258,到期加挂,实物资产,退市
10001947,510050C1910M03200,50ETF购2019年10月3200,510050.SH,ETF期权,认购,欧式,3.2,10000,2019-10,2019-08-29,2019-10-23,2019-10-23,2019-10-24,0.0156,到期加挂,实物资产,退市
10001948,510050P1910M02700,50ETF沽2019年10月2700,510050.SH,ETF期权,认沽,欧式,2.7,10000,2019-10,2019-08-29,2019-10-23,2019-10-23,2019-10-24,0.0198,到期加挂,实物资产,退市
10001949,510050P1910M02750,50ETF沽2019年10月2750,510050.SH,ETF期权,认沽,欧式,2.75,10000,2019-10,2019-08-29,2019-10-23,2019-10-23,2019-10-24,0.0278,到期加挂,实物资产,退市
10001950,510050P1910M02800,50ETF沽2019年10月2800,510050.SH,ETF期权,认沽,欧式,2.8,10000,2019-10,2019-08-29,2019-10-23,2019-10-23,2019-10-24,0.0404,到期加挂,实物资产,退市
10001951,510050P1910M02850,50ETF沽2019年10月2850,510050.SH,ETF期权,认沽,欧式,2.85,10000,2019-10,2019-08-29,2019-10-23,2019-10-23,2019-10-24,0.0571,到期加挂,实物资产,退市
10001952,510050P1910M02900,50ETF沽2019年10月2900,510050.SH,ETF期权,认沽,欧式,2.9,10000,2019-10,2019-08-29,2019-10-23,2019-10-23,2019-10-24,0.0786,到期加挂,实物资产,退市
10001953,510050P1910M02950,50ETF沽2019年10月2950,510050.SH,ETF期权,认沽,欧式,2.95,10000,2019-10,2019-08-29,2019-10-23,2019-10-23,2019-10-24,0.1047,到期加挂,实物资产,退市
10001954,510050P1910M03000,50ETF沽2019年10月3000,510050.SH,ETF期权,认沽,欧式,3.0,10000,2019-10,2019-08-29,2019-10-23,2019-10-23,2019-10-24,0.1371,到期加挂,实物资产,退市
10001955,510050P1910M03100,50ETF沽2019年10月3100,510050.SH,ETF期权,认沽,欧式,3.1,10000,2019-10,2019-08-29,2019-10-23,2019-10-23,2019-10-24,0.2147,到期加挂,实物资产,退市
10001956,510050P1910M03200,50ETF沽2019年10月3200,510050.SH,ETF期权,认沽,欧式,3.2,10000,2019-10,2019-08-29,2019-10-23,2019-10-23,2019-10-24,0.3065,到期加挂,实物资产,退市
10001957,510050C1910M03300,50ETF购2019年10月3300,510050.SH,ETF期权,认购,欧式,3.3,10000,2019-10,2019-09-03,2019-10-23,2019-10-23,2019-10-24,0.0028,波动加挂,实物资产,退市
10001958,510050P1910M03300,50ETF沽2019年10月3300,510050.SH,ETF期权,认沽,欧式,3.3,10000,2019-10,2019-09-03,2019-10-23,2019-10-23,2019-10-24,0.3671,波动加挂,实物资产,退市
10001959,510050C1910M03400,50ETF购2019年10月3400,510050.SH,ETF期权,认购,欧式,3.4,10000,2019-10,2019-09-06,2019-10-23,2019-10-23,2019-10-24,0.0036,波动加挂,实物资产,退市
10001960,510050P1910M03400,50ETF沽2019年10月3400,510050.SH,ETF期权,认沽,欧式,3.4,10000,2019-10,2019-09-06,2019-10-23,2019-10-23,2019-10-24,0.3981,波动加挂,实物资产,退市
10001961,510050C1911M02800,50ETF购2019年11月2800,510050.SH,ETF期权,认购,欧式,2.8,10000,2019-11,2019-09-26,2019-11-27,2019-11-27,2019-11-28,0.2099,到期加挂,实物资产,退市
10001962,510050C1911M02850,50ETF购2019年11月2850,510050.SH,ETF期权,认购,欧式,2.85,10000,2019-11,2019-09-26,2019-11-27,2019-11-27,2019-11-28,0.1681,到期加挂,实物资产,退市
10001963,510050C1911M02900,50ETF购2019年11月2900,510050.SH,ETF期权,认购,欧式,2.9,10000,2019-11,2019-09-26,2019-11-27,2019-11-27,2019-11-28,0.1338,到期加挂,实物资产,退市
10001964,510050C1911M02950,50ETF购2019年11月2950,510050.SH,ETF期权,认购,欧式,2.95,10000,2019-11,2019-09-26,2019-11-27,2019-11-27,2019-11-28,0.102,到期加挂,实物资产,退市
10001965,510050C1911M03000,50ETF购2019年11月3000,510050.SH,ETF期权,认购,欧式,3.0,10000,2019-11,2019-09-26,2019-11-27,2019-11-27,2019-11-28,0.0769,到期加挂,实物资产,退市
10001966,510050C1911M03100,50ETF购2019年11月3100,510050.SH,ETF期权,认购,欧式,3.1,10000,2019-11,2019-09-26,2019-11-27,2019-11-27,2019-11-28,0.0424,到期加挂,实物资产,退市
10001967,510050C1911M03200,50ETF购2019年11月3200,510050.SH,ETF期权,认购,欧式,3.2,10000,2019-11,2019-09-26,2019-11-27,2019-11-27,2019-11-28,0.0235,到期加挂,实物资产,退市
10001968,510050C1911M03300,50ETF购2019年11月3300,510050.SH,ETF期权,认购,欧式,3.3,10000,2019-11,2019-09-26,2019-11-27,2019-11-27,2019-11-28,0.0146,到期加挂,实物资产,退市
10001969,510050C1911M03400,50ETF购2019年11月3400,510050.SH,ETF期权,认购,欧式,3.4,10000,2019-11,2019-09-26,2019-11-27,2019-11-27,2019-11-28,0.0099,到期加挂,实物资产,退市
10001970,510050P1911M02800,50ETF沽2019年11月2800,510050.SH,ETF期权,认沽,欧式,2.8,10000,2019-11,2019-09-26,2019-11-27,2019-11-27,2019-11-28,0.0216,到期加挂,实物资产,退市
10001971,510050P1911M02850,50ETF沽2019年11月2850,510050.SH,ETF期权,认沽,欧式,2.85,10000,2019-11,2019-09-26,2019-11-27,2019-11-27,2019-11-28,0.0312,到期加挂,实物资产,退市
10001972,510050P1911M02900,50ETF沽2019年11月2900,510050.SH,ETF期权,认沽,欧式,2.9,10000,2019-11,2019-09-26,2019-11-27,2019-11-27,2019-11-28,0.0468,到期加挂,实物资产,退市
10001973,510050P1911M02950,50ETF沽2019年11月2950,510050.SH,ETF期权,认沽,欧式,2.95,10000,2019-11,2019-09-26,2019-11-27,2019-11-27,2019-11-28,0.0653,到期加挂,实物资产,退市
10001974,510050P1911M03000,50ETF沽2019年11月3000,510050.SH,ETF期权,认沽,欧式,3.0,10000,2019-11,2019-09-26,2019-11-27,2019-11-27,2019-11-28,0.0904,到期加挂,实物资产,退市
10001975,510050P1911M03100,50ETF沽2019年11月3100,510050.SH,ETF期权,认沽,欧式,3.1,10000,2019-11,2019-09-26,2019-11-27,2019-11-27,2019-11-28,0.1547,到期加挂,实物资产,退市
10001976,510050P1911M03200,50ETF沽2019年11月3200,510050.SH,ETF期权,认沽,欧式,3.2,10000,2019-11,2019-09-26,2019-11-27,2019-11-27,2019-11-28,0.2379,到期加挂,实物资产,退市
10001977,510050P1911M03300,50ETF沽2019年11月3300,510050.SH,ETF期权,认沽,欧式,3.3,10000,2019-11,2019-09-26,2019-11-27,2019-11-27,2019-11-28,0.3321,到期加挂,实物资产,退市
10001978,510050P1911M03400,50ETF沽2019年11月3400,510050.SH,ETF期权,认沽,欧式,3.4,10000,2019-11,2019-09-26,2019-11-27,2019-11-27,2019-11-28,0.4272,到期加挂,实物资产,退市
10001979,510050C1911M02750,50ETF购2019年11月2750,510050.SH,ETF期权,认购,欧式,2.75,10000,2019-11,2019-10-08,2019-11-27,2019-11-27,2019-11-28,0.218,波动加挂,实物资产,退市
10001980,510050P1911M02750,50ETF沽2019年11月2750,510050.SH,ETF期权,认沽,欧式,2.75,10000,2019-11,2019-10-08,2019-11-27,2019-11-27,2019-11-28,0.018,波动加挂,实物资产,退市
10001981,510050C1910M03500,50ETF购2019年10月3500,510050.SH,ETF期权,认购,欧式,3.5,10000,2019-10,2019-10-15,2019-10-23,2019-10-23,2019-10-24,0.0001,波动加挂,实物资产,退市
10001982,510050P1910M03500,50ETF沽2019年10月3500,510050.SH,ETF期权,认沽,欧式,3.5,10000,2019-10,2019-10-15,2019-10-23,2019-10-23,2019-10-24,0.439,波动加挂,实物资产,退市
10001983,510050C1911M03500,50ETF购2019年11月3500,510050.SH,ETF期权,认购,欧式,3.5,10000,2019-11,2019-10-15,2019-11-27,2019-11-27,2019-11-28,0.0009,波动加挂,实物资产,退市
10001984,510050P1911M03500,50ETF沽2019年11月3500,510050.SH,ETF期权,认沽,欧式,3.5,10000,2019-11,2019-10-15,2019-11-27,2019-11-27,2019-11-28,0.439,波动加挂,实物资产,退市
10001985,510050C1912A03500,50ETF购2019年12月3444A,510050.SH,ETF期权,认购,欧式,3.444,10163,2019-12,2019-10-15,2019-12-25,2019-12-25,2019-12-26,0.0053,波动加挂,实物资产,退市
10001986,510050P1912A03500,50ETF沽2019年12月3444A,510050.SH,ETF期权,认沽,欧式,3.444,10163,2019-12,2019-10-15,2019-12-25,2019-12-25,2019-12-26,0.439,波动加挂,实物资产,退市
10001987,510050C2003A03500,50ETF购2020年3月3444A,510050.SH,ETF期权,认购,欧式,3.444,10163,2020-03,2019-10-15,2020-03-25,2020-03-25,2020-03-26,0.0257,波动加挂,实物资产,退市
10001988,510050P2003A03500,50ETF沽2020年3月3444A,510050.SH,ETF期权,认沽,欧式,3.444,10163,2020-03,2019-10-15,2020-03-25,2020-03-25,2020-03-26,0.4406,波动加挂,实物资产,退市
10001989,510050C2006A02800,50ETF购2020年6月2755A,510050.SH,ETF期权,认购,欧式,2.755,10163,2020-06,2019-10-24,2020-06-24,2020-06-24,2020-06-25,0.2711,到期加挂,实物资产,退市
10001990,510050C2006A02850,50ETF购2020年6月2804A,510050.SH,ETF期权,认购,欧式,2.804,10163,2020-06,2019-10-24,2020-06-24,2020-06-24,2020-06-25,0.24,到期加挂,实物资产,退市
10001991,510050C2006A02900,50ETF购2020年6月2853A,510050.SH,ETF期权,认购,欧式,2.853,10163,2020-06,2019-10-24,2020-06-24,2020-06-24,2020-06-25,0.2097,到期加挂,实物资产,退市
10001992,510050C2006A02950,50ETF购2020年6月2903A,510050.SH,ETF期权,认购,欧式,2.903,10163,2020-06,2019-10-24,2020-06-24,2020-06-24,2020-06-25,0.1833,到期加挂,实物资产,退市
10001993,510050C2006A03000,50ETF购2020年6月2952A,510050.SH,ETF期权,认购,欧式,2.952,10163,2020-06,2019-10-24,2020-06-24,2020-06-24,2020-06-25,0.1603,到期加挂,实物资产,退市
10001994,510050C2006A03100,50ETF购2020年6月3050A,510050.SH,ETF期权,认购,欧式,3.05,10163,2020-06,2019-10-24,2020-06-24,2020-06-24,2020-06-25,0.1191,到期加挂,实物资产,退市
10001995,510050C2006A03200,50ETF购2020年6月3149A,510050.SH,ETF期权,认购,欧式,3.149,10163,2020-06,2019-10-24,2020-06-24,2020-06-24,2020-06-25,0.0871,到期加挂,实物资产,退市
10001996,510050C2006A03300,50ETF购2020年6月3247A,510050.SH,ETF期权,认购,欧式,3.247,10163,2020-06,2019-10-24,2020-06-24,2020-06-24,2020-06-25,0.0654,到期加挂,实物资产,退市
10001997,510050C2006A03400,50ETF购2020年6月3345A,510050.SH,ETF期权,认购,欧式,3.345,10163,2020-06,2019-10-24,2020-06-24,2020-06-24,2020-06-25,0.0495,到期加挂,实物资产,退市
10001998,510050P2006A02800,50ETF沽2020年6月2755A,510050.SH,ETF期权,认沽,欧式,2.755,10163,2020-06,2019-10-24,2020-06-24,2020-06-24,2020-06-25,0.0593,到期加挂,实物资产,退市
10001999,510050P2006A02850,50ETF沽2020年6月2804A,510050.SH,ETF期权,认沽,欧式,2.804,10163,2020-06,2019-10-24,2020-06-24,2020-06-24,2020-06-25,0.0728,到期加挂,实物资产,退市
10002000,510050P2006A02900,50ETF沽2020年6月2853A,510050.SH,ETF期权,认沽,欧式,2.853,10163,2020-06,2019-10-24,2020-06-24,2020-06-24,2020-06-25,0.0949,到期加挂,实物资产,退市
10002001,510050P2006A02950,50ETF沽2020年6月2903A,510050.SH,ETF期权,认沽,欧式,2.903,10163,2020-06,2019-10-24,2020-06-24,2020-06-24,2020-06-25,0.1164,到期加挂,实物资产,退市
10002002,510050P2006A03000,50ETF沽2020年6月2952A,510050.SH,ETF期权,认沽,欧式,2.952,10163,2020-06,2019-10-24,2020-06-24,2020-06-24,2020-06-25,0.1426,到期加挂,实物资产,退市
10002003,510050P2006A03100,50ETF沽2020年6月3050A,510050.SH,ETF期权,认沽,欧式,3.05,10163,2020-06,2019-10-24,2020-06-24,2020-06-24,2020-06-25,0.1999,到期加挂,实物资产,退市
10002004,510050P2006A03200,50ETF沽2020年6月3149A,510050.SH,ETF期权,认沽,欧式,3.149,10163,2020-06,2019-10-24,2020-06-24,2020-06-24,2020-06-25,0.2691,到期加挂,实物资产,退市
10002005,510050P2006A03300,50ETF沽2020年6月3247A,510050.SH,ETF期权,认沽,欧式,3.247,10163,2020-06,2019-10-24,2020-06-24,2020-06-24,2020-06-25,0.3467,到期加挂,实物资产,退市
10002006,510050P2006A03400,50ETF沽2020年6月3345A,510050.SH,ETF期权,认沽,欧式,3.345,10163,2020-06,2019-10-24,2020-06-24,2020-06-24,2020-06-25,0.4317,到期加挂,实物资产,退市
10002007,510050C2006A03500,50ETF购2020年6月3444A,510050.SH,ETF期权,认购,欧式,3.444,10163,2020-06,2019-11-04,2020-06-24,2020-06-24,2020-06-25,0.0301,波动加挂,实物资产,退市
10002008,510050P2006A03500,50ETF沽2020年6月3444A,510050.SH,ETF期权,认沽,欧式,3.444,10163,2020-06,2019-11-04,2020-06-24,2020-06-24,2020-06-25,0.4527,波动加挂,实物资产,退市
10002009,510050C2006A02750,50ETF购2020年6月2706A,510050.SH,ETF期权,认购,欧式,2.706,10163,2020-06,2019-11-25,2020-06-24,2020-06-24,2020-06-25,0.2943,波动加挂,实物资产,退市
10002010,510050P2006A02750,50ETF沽2020年6月2706A,510050.SH,ETF期权,认沽,欧式,2.706,10163,2020-06,2019-11-25,2020-06-24,2020-06-24,2020-06-25,0.0324,波动加挂,实物资产,退市
10002011,510050C2001A02800,50ETF购2020年1月2755A,510050.SH,ETF期权,认购,欧式,2.755,10163,2020-01,2019-11-28,2020-01-22,2020-01-22,2020-01-23,0.2007,到期加挂,实物资产,退市
10002012,510050C2001A02850,50ETF购2020年1月2804A,510050.SH,ETF期权,认购,欧式,2.804,10163,2020-01,2019-11-28,2020-01-22,2020-01-22,2020-01-23,0.1538,到期加挂,实物资产,退市
10002013,510050C2001A02900,50ETF购2020年1月2853A,510050.SH,ETF期权,认购,欧式,2.853,10163,2020-01,2019-11-28,2020-01-22,2020-01-22,2020-01-23,0.1177,到期加挂,实物资产,退市
10002014,510050C2001A02950,50ETF购2020年1月2903A,510050.SH,ETF期权,认购,欧式,2.903,10163,2020-01,2019-11-28,2020-01-22,2020-01-22,2020-01-23,0.0852,到期加挂,实物资产,退市
10002015,510050C2001A03000,50ETF购2020年1月2952A,510050.SH,ETF期权,认购,欧式,2.952,10163,2020-01,2019-11-28,2020-01-22,2020-01-22,2020-01-23,0.0573,到期加挂,实物资产,退市
10002016,510050C2001A03100,50ETF购2020年1月3050A,510050.SH,ETF期权,认购,欧式,3.05,10163,2020-01,2019-11-28,2020-01-22,2020-01-22,2020-01-23,0.0237,到期加挂,实物资产,退市
10002017,510050C2001A03200,50ETF购2020年1月3149A,510050.SH,ETF期权,认购,欧式,3.149,10163,2020-01,2019-11-28,2020-01-22,2020-01-22,2020-01-23,0.0108,到期加挂,实物资产,退市
10002018,510050C2001A03300,50ETF购2020年1月3247A,510050.SH,ETF期权,认购,欧式,3.247,10163,2020-01,2019-11-28,2020-01-22,2020-01-22,2020-01-23,0.0058,到期加挂,实物资产,退市
10002019,510050C2001A03400,50ETF购2020年1月3345A,510050.SH,ETF期权,认购,欧式,3.345,10163,2020-01,2019-11-28,2020-01-22,2020-01-22,2020-01-23,0.0039,到期加挂,实物资产,退市
10002020,510050P2001A02800,50ETF沽2020年1月2755A,510050.SH,ETF期权,认沽,欧式,2.755,10163,2020-01,2019-11-28,2020-01-22,2020-01-22,2020-01-23,0.0097,到期加挂,实物资产,退市
10002021,510050P2001A02850,50ETF沽2020年1月2804A,510050.SH,ETF期权,认沽,欧式,2.804,10163,2020-01,2019-11-28,2020-01-22,2020-01-22,2020-01-23,0.0156,到期加挂,实物资产,退市
10002022,510050P2001A02900,50ETF沽2020年1月2853A,510050.SH,ETF期权,认沽,欧式,2.853,10163,2020-01,2019-11-28,2020-01-22,2020-01-22,2020-01-23,0.0247,到期加挂,实物资产,退市
10002023,510050P2001A02950,50ETF沽2020年1月2903A,510050.SH,ETF期权,认沽,欧式,2.903,10163,2020-01,2019-11-28,2020-01-22,2020-01-22,2020-01-23,0.0404,到期加挂,实物资产,退市
10002024,510050P2001A03000,50ETF沽2020年1月2952A,510050.SH,ETF期权,认沽,欧式,2.952,10163,2020-01,2019-11-28,2020-01-22,2020-01-22,2020-01-23,0.0622,到期加挂,实物资产,退市
10002025,510050P2001A03100,50ETF沽2020年1月3050A,510050.SH,ETF期权,认沽,欧式,3.05,10163,2020-01,2019-11-28,2020-01-22,2020-01-22,2020-01-23,0.1301,到期加挂,实物资产,退市
10002026,510050P2001A03200,50ETF沽2020年1月3149A,510050.SH,ETF期权,认沽,欧式,3.149,10163,2020-01,2019-11-28,2020-01-22,2020-01-22,2020-01-23,0.2188,到期加挂,实物资产,退市
10002027,510050P2001A03300,50ETF沽2020年1月3247A,510050.SH,ETF期权,认沽,欧式,3.247,10163,2020-01,2019-11-28,2020-01-22,2020-01-22,2020-01-23,0.312,到期加挂,实物资产,退市
10002028,510050P2001A03400,50ETF沽2020年1月3345A,510050.SH,ETF期权,认沽,欧式,3.345,10163,2020-01,2019-11-28,2020-01-22,2020-01-22,2020-01-23,0.412,到期加挂,实物资产,退市
